日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值,成交笔数
2017-12-29,'000015,红利指数,2993.9919,2995.9074,2978.7994,2979.7226,2977.9508,16.0411,0.5387,,20017458,19328805202.0,,,None
2017-12-28,'000015,红利指数,2977.9508,2985.496,2956.3197,2961.4523,2965.4257,12.5251,0.4224,,22454689,22330129298.0,,,None
2017-12-27,'000015,红利指数,2965.4257,2990.9552,2958.4798,2978.6282,2982.8757,-17.45,-0.585,,22946796,22912576357.0,,,None
2017-12-26,'000015,红利指数,2982.8757,2983.3941,2961.2027,2963.3617,2964.5183,18.3574,0.6192,,20149079,20738534347.0,,,None
2017-12-25,'000015,红利指数,2964.5183,2989.7502,2953.9515,2964.657,2964.0571,0.4612,0.0156,,21472124,22857143785.0,,,None
2017-12-22,'000015,红利指数,2964.0571,2972.3979,2961.6085,2963.4619,2964.2978,-0.2407,-0.0081,,13807423,14788657610.0,,,None
2017-12-21,'000015,红利指数,2964.2978,2974.6592,2936.3391,2946.2891,2952.4621,11.8357,0.4009,,18029607,20095910798.0,,,None
2017-12-20,'000015,红利指数,2952.4621,2963.4823,2941.9654,2955.1832,2956.966,-4.5039,-0.1523,,19477104,20226941019.0,,,None
2017-12-19,'000015,红利指数,2956.966,2957.3823,2930.5745,2932.1248,2933.0788,23.8872,0.8144,,16890327,18063715941.0,,,None
2017-12-18,'000015,红利指数,2933.0788,2938.7997,2919.5985,2926.133,2925.4841,7.5947,0.2596,,15071587,16043761662.0,,,None
2017-12-15,'000015,红利指数,2925.4841,2947.4993,2920.2701,2947.4993,2950.8851,-25.401,-0.8608,,18390742,19395068162.0,,,None
2017-12-14,'000015,红利指数,2950.8851,2967.5674,2944.3061,2963.0788,2962.7956,-11.9105,-0.402,,16382204,16684267352.0,,,None
2017-12-13,'000015,红利指数,2962.7956,2964.6169,2936.4436,2940.1238,2942.5915,20.2041,0.6866,,16257268,17775879729.0,,,None
2017-12-12,'000015,红利指数,2942.5915,2975.1261,2941.7802,2975.1261,2978.4093,-35.8178,-1.2026,,16427795,17488483037.0,,,None
2017-12-11,'000015,红利指数,2978.4093,2978.4093,2946.8785,2954.3102,2954.4942,23.9151,0.8094,,20328687,22351202450.0,,,None
2017-12-08,'000015,红利指数,2954.4942,2963.8461,2936.1004,2950.0864,2959.4544,-4.9602,-0.1676,,19874282,21177945672.0,,,None
2017-12-07,'000015,红利指数,2959.4544,2983.3555,2943.1795,2977.3951,2986.6609,-27.2065,-0.9109,,21466573,22272789614.0,,,None
2017-12-06,'000015,红利指数,2986.6609,3002.6941,2955.5889,3002.6941,3012.6052,-25.9443,-0.8612,,25603836,25891020174.0,,,None
2017-12-05,'000015,红利指数,3012.6052,3021.9881,2976.5451,2977.889,2982.681,29.9242,1.0033,,47698702,47634017550.0,,,None
2017-12-04,'000015,红利指数,2982.681,2987.302,2966.0821,2977.4112,2979.6172,3.0638,0.1028,,19969494,22100642685.0,,,None
2017-12-01,'000015,红利指数,2979.6172,2988.4154,2965.2267,2983.0609,2986.0507,-6.4335,-0.2155,,24442353,25558429984.0,,,None
