日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值,成交笔数
2017-12-29,'000905,中证500,6250.8207,6250.8207,6201.4554,6201.4554,6204.2702,46.5505,0.7503,,57165631,71841804484.6,,,None
2017-12-28,'000905,中证500,6204.2702,6219.5391,6157.1051,6163.9637,6173.1528,31.1174,0.5041,,65877542,78010228451.1,,,None
2017-12-27,'000905,中证500,6173.1528,6228.8826,6168.131,6213.2428,6220.1473,-46.9945,-0.7555,,64197529,78009656616.2,,,None
2017-12-26,'000905,中证500,6220.1473,6220.4992,6148.1044,6179.5601,6185.5907,34.5566,0.5587,,57671656,69117514462.3,,,None
2017-12-25,'000905,中证500,6185.5907,6257.0206,6170.682,6244.8639,6242.8847,-57.294,-0.9177,,61264712,75604344578.0,,,None
2017-12-22,'000905,中证500,6242.8847,6269.3135,6235.226,6236.226,6238.4987,4.386,0.0703,,55010644,70736577941.6,,,None
2017-12-21,'000905,中证500,6238.4987,6255.8425,6148.8168,6191.7811,6199.3628,39.1359,0.6313,,59245859,73900048518.3,,,None
2017-12-20,'000905,中证500,6199.3628,6246.9097,6188.3236,6244.0618,6251.2416,-51.8788,-0.8299,,57814532,69446005872.7,,,None
2017-12-19,'000905,中证500,6251.2416,6251.492,6200.7071,6200.9337,6199.9889,51.2527,0.8267,,52639308,65186684816.6,,,None
2017-12-18,'000905,中证500,6199.9889,6247.5919,6179.028,6229.7416,6235.7608,-35.7719,-0.5737,,53772190,67137249169.2,,,None
2017-12-15,'000905,中证500,6235.7608,6278.9264,6214.6465,6274.0975,6284.0807,-48.3199,-0.7689,,61938112,77690464896.2,,,None
2017-12-14,'000905,中证500,6284.0807,6288.5024,6247.6765,6273.607,6277.441,6.6397,0.1058,,55759240,72497810175.5,,,None
2017-12-13,'000905,中证500,6277.441,6277.7254,6217.7869,6224.7821,6233.2115,44.2295,0.7096,,50352001,64676017754.6,,,None
2017-12-12,'000905,中证500,6233.2115,6290.8469,6233.2115,6281.1391,6286.1656,-52.9541,-0.8424,,56614397,73964805523.1,,,None
2017-12-11,'000905,中证500,6286.1656,6286.5003,6214.6446,6214.6446,6203.1433,83.0223,1.3384,,61112906,77392024898.2,,,None
2017-12-08,'000905,中证500,6203.1433,6217.5728,6126.3771,6128.1209,6135.4702,67.6731,1.103,,55579244,72390389048.2,,,None
2017-12-07,'000905,中证500,6135.4702,6182.7533,6130.8335,6156.3505,6172.8031,-37.3329,-0.6048,,53097972,69245091449.4,,,None
2017-12-06,'000905,中证500,6172.8031,6173.3507,6053.2411,6116.1611,6132.912,39.8911,0.6504,,60267213,74993647698.0,,,None
2017-12-05,'000905,中证500,6132.912,6279.3926,6099.4066,6265.7867,6279.6206,-146.7086,-2.3363,,69690232,87408924597.4,,,None
2017-12-04,'000905,中证500,6279.6206,6334.8705,6272.6686,6311.2164,6316.4072,-36.7866,-0.5824,,60188169,79301552971.8,,,None
2017-12-01,'000905,中证500,6316.4072,6323.8353,6256.2283,6259.9562,6263.421,52.9862,0.846,,54746282,72064723367.2,,,None
2017-11-30,'000905,中证500,6263.421,6322.0435,6248.1826,6303.9177,6318.3684,-54.9474,-0.8696,,60883355,77704182844.4,,,None
2017-11-29,'000905,中证500,6318.3684,6329.1768,6245.0599,6293.246,6299.3122,19.0562,0.3025,,76563915,94409003341.6,,,None
2017-11-28,'000905,中证500,6299.3122,6299.3122,6188.089,6188.089,6194.5522,104.76,1.6912,,56478234,71418772702.5,,,None
2017-11-27,'000905,中证500,6194.5522,6279.5884,6186.0337,6269.2264,6278.0287,-83.4765,-1.3297,,59407491,78092823001.2,,,None
2017-11-24,'000905,中证500,6278.0287,6307.8896,6243.9629,6250.0573,6274.5116,3.5171,0.0561,,59049056,82258346139.5,,,None
2017-11-23,'000905,中证500,6274.5116,6427.5761,6274.5116,6427.5761,6439.4419,-164.9303,-2.5613,,75009732,1.04105221545e+11,,,None
2017-11-22,'000905,中证500,6439.4419,6483.6282,6391.4563,6456.324,6456.352,-16.9101,-0.2619,,70895924,99818243007.6,,,None
2017-11-21,'000905,中证500,6456.352,6473.7012,6397.3583,6420.3884,6433.1702,23.1818,0.3603,,67754580,97778880444.7,,,None
2017-11-20,'000905,中证500,6433.1702,6433.7791,6239.3207,6330.9046,6361.9415,71.2287,1.1196,,70066705,95164685556.9,,,None
2017-11-17,'000905,中证500,6361.9415,6555.7461,6359.5177,6549.2242,6558.3085,-196.367,-2.9942,,89018972,1.15827869491e+11,,,None
2017-11-16,'000905,中证500,6558.3085,6570.2755,6511.9028,6529.3137,6537.6563,20.6522,0.3159,,67940159,97928408032.5,,,None
2017-11-15,'000905,中证500,6537.6563,6603.5083,6505.9924,6592.7575,6614.5136,-76.8573,-1.1619,,73949181,1.07724900824e+11,,,None
2017-11-14,'000905,中证500,6614.5136,6673.7496,6588.2531,6664.6121,6671.2054,-56.6918,-0.8498,,84749061,1.20407808369e+11,,,None
2017-11-13,'000905,中证500,6671.2054,6671.2557,6624.671,6644.6915,6641.2164,29.989,0.4516,,84596712,1.22270419658e+11,,,None
2017-11-10,'000905,中证500,6641.2164,6647.228,6593.033,6599.6498,6611.3517,29.8647,0.4517,,80012497,1.12205348031e+11,,,None
2017-11-09,'000905,中证500,6611.3517,6611.3856,6558.4895,6562.3584,6561.6897,49.662,0.7568,,68818466,93514199765.1,,,None
2017-11-08,'000905,中证500,6561.6897,6601.4665,6534.1588,6544.59,6551.9363,9.7534,0.1489,,73806798,1.01625899478e+11,,,None
2017-11-07,'000905,中证500,6551.9363,6552.2591,6498.3931,6508.2062,6511.0958,40.8405,0.6272,,72377674,97329814711.2,,,None
2017-11-06,'000905,中证500,6511.0958,6512.1347,6408.3599,6432.0743,6426.9799,84.1159,1.3088,,66717600,93924410675.4,,,None
2017-11-03,'000905,中证500,6426.9799,6491.0479,6395.4575,6477.8238,6484.9258,-57.9459,-0.8935,,68257102,89315916521.4,,,None
2017-11-02,'000905,中证500,6484.9258,6541.6099,6476.3728,6541.6099,6552.9545,-68.0287,-1.0381,,67552347,90871972558.4,,,None
2017-11-01,'000905,中证500,6552.9545,6586.1324,6547.8498,6559.5217,6560.2054,-7.2509,-0.1105,,64632776,92988635162.6,,,None
2017-10-31,'000905,中证500,6560.2054,6560.2533,6496.6865,6496.6865,6511.7616,48.4438,0.7439,,62261436,88141843093.6,,,None
2017-10-30,'000905,中证500,6511.7616,6629.3003,6460.0478,6621.7788,6630.8067,-119.0451,-1.7953,,83764175,1.09249594174e+11,,,None
2017-10-27,'000905,中证500,6630.8067,6673.4661,6622.1242,6664.4291,6671.9288,-41.1221,-0.6163,,67921141,90443686926.9,,,None
2017-10-26,'000905,中证500,6671.9288,6686.1192,6630.9745,6639.8865,6647.892,24.0368,0.3616,,74905894,1.04752208937e+11,,,None
2017-10-25,'000905,中证500,6647.892,6648.3874,6593.0745,6596.7906,6603.0042,44.8878,0.6798,,58646902,80183428257.8,,,None
2017-10-24,'000905,中证500,6603.0042,6605.8991,6556.3449,6605.5206,6612.7637,-9.7595,-0.1476,,59171314,78606997171.5,,,None
2017-10-23,'000905,中证500,6612.7637,6613.031,6562.9058,6569.7861,6571.424,41.3397,0.6291,,60481953,79350010216.7,,,None
2017-10-20,'000905,中证500,6571.424,6571.442,6485.8051,6489.7895,6501.3999,70.0241,1.0771,,60479316,77533389310.5,,,None
2017-10-19,'000905,中证500,6501.3999,6562.3529,6494.731,6553.8676,6563.4369,-62.037,-0.9452,,72615790,85253455867.4,,,None
2017-10-18,'000905,中证500,6563.4369,6630.6685,6557.6601,6612.4885,6612.9428,-49.5059,-0.7486,,73370966,88963265926.0,,,None
2017-10-17,'000905,中证500,6612.9428,6644.7522,6589.5417,6604.33,6619.2056,-6.2628,-0.0946,,59419247,78773100831.5,,,None
2017-10-16,'000905,中证500,6619.2056,6709.8738,6609.6192,6709.8738,6709.8164,-90.6108,-1.3504,,85871048,1.0921660695e+11,,,None
2017-10-13,'000905,中证500,6709.8164,6711.9305,6659.8792,6660.0264,6659.0957,50.7207,0.7617,,72925621,94892307593.1,,,None
2017-10-12,'000905,中证500,6659.0957,6674.3844,6611.9745,6658.1296,6666.4696,-7.3739,-0.1106,,77960962,99226610300.5,,,None
2017-10-11,'000905,中证500,6666.4696,6703.5828,6661.0883,6702.6899,6705.4812,-39.0116,-0.5818,,90746053,1.20911021266e+11,,,None
2017-10-10,'000905,中证500,6705.4812,6705.7177,6658.8617,6677.3723,6678.371,27.1102,0.4059,,87005186,1.11479285756e+11,,,None
2017-10-09,'000905,中证500,6678.371,6696.6664,6657.5305,6682.5774,6603.2587,75.1123,1.1375,,86419669,1.10668639557e+11,,,None
2017-09-29,'000905,中证500,6603.2587,6611.6531,6572.4498,6572.4498,6567.7915,35.4672,0.54,,70936294,91769780477.8,,,None
2017-09-28,'000905,中证500,6567.7915,6599.127,6565.8825,6577.4321,6583.1401,-15.3486,-0.2332,,74625892,94419077216.6,,,None
2017-09-27,'000905,中证500,6583.1401,6589.7354,6522.2036,6523.4951,6520.7175,62.4226,0.9573,,75171272,94752430762.7,,,None
2017-09-26,'000905,中证500,6520.7175,6520.7175,6482.2856,6484.3412,6489.8441,30.8734,0.4757,,67765945,82514551820.5,,,None
2017-09-25,'000905,中证500,6489.8441,6567.9978,6484.2077,6560.1354,6572.0096,-82.1655,-1.2502,,77829250,97438346165.1,,,None
2017-09-22,'000905,中证500,6572.0096,6592.8847,6547.2774,6591.1499,6612.0456,-40.036,-0.6055,,85236469,1.03274189389e+11,,,None
2017-09-21,'000905,中证500,6612.0456,6687.1159,6612.0456,6684.6496,6692.4724,-80.4268,-1.2018,,98937493,1.21143624354e+11,,,None
2017-09-20,'000905,中证500,6692.4724,6692.712,6613.6567,6627.6924,6636.0201,56.4523,0.8507,,101972486,1.26534090097e+11,,,None
2017-09-19,'000905,中证500,6636.0201,6681.2538,6611.7512,6670.9661,6669.4548,-33.4347,-0.5013,,93518721,1.1750867175e+11,,,None
2017-09-18,'000905,中证500,6669.4548,6669.4548,6616.1288,6616.1288,6622.0438,47.411,0.716,,88850597,1.10670656817e+11,,,None
2017-09-15,'000905,中证500,6622.0438,6663.5099,6603.7281,6661.5211,6672.1849,-50.1411,-0.7515,,109384234,1.34077144216e+11,,,None
2017-09-14,'000905,中证500,6672.1849,6701.691,6643.5877,6683.4734,6684.3798,-12.1949,-0.1824,,113966782,1.45426308339e+11,,,None
2017-09-13,'000905,中证500,6684.3798,6684.8593,6630.5032,6635.1693,6644.0118,40.368,0.6076,,104722437,1.36521604484e+11,,,None
2017-09-12,'000905,中证500,6644.0118,6715.3935,6628.8825,6659.8017,6649.6276,-5.6158,-0.0845,,141880275,1.90294359591e+11,,,None
2017-09-11,'000905,中证500,6649.6276,6650.1193,6566.2776,6579.8857,6574.1826,75.445,1.1476,,102547400,1.34674487526e+11,,,None
2017-09-08,'000905,中证500,6574.1826,6599.132,6537.0408,6554.6011,6558.5963,15.5863,0.2376,,93851593,1.2091238681e+11,,,None
2017-09-07,'000905,中证500,6558.5963,6614.1021,6553.6993,6601.3433,6607.1176,-48.5213,-0.7344,,107061807,1.339407309e+11,,,None
2017-09-06,'000905,中证500,6607.1176,6610.7452,6540.8253,6550.0614,6571.8591,35.2585,0.5365,,105478233,1.36238488046e+11,,,None
2017-09-05,'000905,中证500,6571.8591,6576.5616,6528.1132,6561.6726,6564.6804,7.1787,0.1094,,95232077,1.20125205055e+11,,,None
2017-09-04,'000905,中证500,6564.6804,6566.1014,6519.7882,6530.5086,6526.5046,38.1758,0.5849,,119984025,1.43876861352e+11,,,None
2017-09-01,'000905,中证500,6526.5046,6530.8989,6466.1264,6472.9476,6470.4259,56.0787,0.8667,,121117192,1.40862432142e+11,,,None
2017-08-31,'000905,中证500,6470.4259,6470.9433,6429.7427,6451.517,6453.4636,16.9623,0.2628,,91029169,1.10910641361e+11,,,None
2017-08-30,'000905,中证500,6453.4636,6462.7571,6405.8963,6405.8963,6408.1567,45.3069,0.707,,95559661,1.15513787287e+11,,,None
2017-08-29,'000905,中证500,6408.1567,6439.0793,6393.4761,6420.5677,6424.5841,-16.4274,-0.2557,,87704097,1.11434485531e+11,,,None
2017-08-28,'000905,中证500,6424.5841,6442.3999,6348.87,6348.87,6346.5305,78.0536,1.2299,,94893401,1.23347859463e+11,,,None
2017-08-25,'000905,中证500,6346.5305,6358.8868,6274.3511,6274.3511,6278.59,67.9405,1.0821,,75549727,94698935464.0,,,None
2017-08-24,'000905,中证500,6278.59,6329.0305,6267.2324,6322.6281,6322.7819,-44.1919,-0.6989,,67567586,86463516863.7,,,None
2017-08-23,'000905,中证500,6322.7819,6371.3,6310.0102,6359.7757,6375.9814,-53.1995,-0.8344,,75609851,94213289883.9,,,None
2017-08-22,'000905,中证500,6375.9814,6398.5649,6362.4094,6396.9258,6403.7803,-27.7989,-0.4341,,89100166,1.16758431356e+11,,,None
2017-08-21,'000905,中证500,6403.7803,6404.0497,6354.0107,6354.0964,6347.7557,56.0246,0.8826,,86521795,1.05733629878e+11,,,None
2017-08-18,'000905,中证500,6347.7557,6361.9716,6313.1511,6324.8974,6366.034,-18.2783,-0.2871,,91174554,1.11490643528e+11,,,None
2017-08-17,'000905,中证500,6366.034,6366.2517,6312.8892,6327.0275,6318.7986,47.2354,0.7475,,98724886,1.19456888912e+11,,,None
2017-08-16,'000905,中证500,6318.7986,6323.5599,6268.1876,6307.1705,6314.7608,4.0378,0.0639,,89617698,1.13207847055e+11,,,None
2017-08-15,'000905,中证500,6314.7608,6316.1989,6283.5442,6291.1835,6292.6418,22.119,0.3515,,82603663,1.07585954406e+11,,,None
2017-08-14,'000905,中证500,6292.6418,6293.3517,6165.1298,6165.1298,6161.1903,131.4515,2.1335,,89845023,1.13335483019e+11,,,None
2017-08-11,'000905,中证500,6161.1903,6275.8931,6153.6005,6242.4877,6289.2174,-128.0271,-2.0357,,117860616,1.31559160784e+11,,,None
2017-08-10,'000905,中证500,6289.2174,6341.4803,6246.658,6322.8308,6340.022,-50.8046,-0.8013,,112699470,1.27938266172e+11,,,None
2017-08-09,'000905,中证500,6340.022,6340.3754,6285.0247,6296.115,6303.716,36.306,0.5759,,115347648,1.23988807118e+11,,,None
2017-08-08,'000905,中证500,6303.716,6322.4694,6281.6178,6302.0261,6303.4209,0.2951,0.0047,,120380437,1.31243284608e+11,,,None
2017-08-07,'000905,中证500,6303.4209,6304.2674,6217.2893,6227.5184,6225.1151,78.3058,1.2579,,108572316,1.14075085978e+11,,,None
2017-08-04,'000905,中证500,6225.1151,6297.1163,6224.2026,6258.8472,6261.9676,-36.8525,-0.5885,,125888386,1.40098302354e+11,,,None
2017-08-03,'000905,中证500,6261.9676,6288.4352,6236.66,6240.1518,6251.8627,10.1049,0.1616,,100159939,1.13164040247e+11,,,None
2017-08-02,'000905,中证500,6251.8627,6313.5062,6248.3556,6289.2453,6286.5362,-34.6735,-0.5516,,114012011,1.32732752804e+11,,,None
2017-08-01,'000905,中证500,6286.5362,6299.1562,6261.2848,6293.0559,6298.0004,-11.4642,-0.182,,101081557,1.16917914719e+11,,,None
2017-07-31,'000905,中证500,6298.0004,6299.8004,6208.461,6214.6567,6215.4633,82.5371,1.3279,,113331066,1.29773218265e+11,,,None
2017-07-28,'000905,中证500,6215.4633,6229.0561,6165.9919,6170.6584,6184.0207,31.4426,0.5084,,86467879,1.04848546512e+11,,,None
2017-07-27,'000905,中证500,6184.0207,6192.9383,6105.962,6136.9603,6146.7028,37.3179,0.6071,,104005538,1.21283201419e+11,,,None
2017-07-26,'000905,中证500,6146.7028,6162.8805,6111.038,6151.8543,6153.5984,-6.8956,-0.1121,,88753495,1.05711416131e+11,,,None
2017-07-25,'000905,中证500,6153.5984,6170.6462,6113.5608,6159.4123,6167.1282,-13.5298,-0.2194,,89224304,1.02685759983e+11,,,None
2017-07-24,'000905,中证500,6167.1282,6171.8185,6117.2961,6121.3267,6126.1083,41.0199,0.6696,,97299924,1.1432777424e+11,,,None
2017-07-21,'000905,中证500,6126.1083,6136.9731,6080.5615,6089.6581,6099.2835,26.8248,0.4398,,83132654,97182317720.4,,,None
2017-07-20,'000905,中证500,6099.2835,6120.1918,6046.4096,6052.5111,6059.3582,39.9253,0.6589,,93828770,1.05755231486e+11,,,None
2017-07-19,'000905,中证500,6059.3582,6059.5323,5917.6696,5928.0076,5938.4342,120.924,2.0363,,102901914,1.08845290784e+11,,,None
2017-07-18,'000905,中证500,5938.4342,5938.4342,5842.9557,5854.072,5876.4592,61.975,1.0546,,76564323,83831518528.7,,,None
2017-07-17,'000905,中证500,5876.4592,6108.452,5860.78,6108.452,6128.7397,-252.2805,-4.1164,,101536169,1.13040983147e+11,,,None
2017-07-14,'000905,中证500,6128.7397,6143.4587,6107.9089,6143.3257,6149.9337,-21.194,-0.3446,,66386360,80743682309.2,,,None
2017-07-13,'000905,中证500,6149.9337,6172.6827,6124.3599,6134.7513,6132.9922,16.9415,0.2762,,79136009,96251741978.6,,,None
2017-07-12,'000905,中证500,6132.9922,6143.7984,6050.6501,6124.9574,6128.9942,3.998,0.0652,,75579501,89554635963.2,,,None
2017-07-11,'000905,中证500,6128.9942,6202.2032,6128.9942,6194.6164,6206.5568,-77.5626,-1.2497,,76982330,90795353529.7,,,None
2017-07-10,'000905,中证500,6206.5568,6236.2921,6189.0004,6221.5252,6226.0108,-19.454,-0.3125,,90370999,1.04581745916e+11,,,None
2017-07-07,'000905,中证500,6226.0108,6229.8309,6176.7431,6182.4538,6201.6535,24.3573,0.3928,,79328307,93885482337.7,,,None
2017-07-06,'000905,中证500,6201.6535,6211.9654,6149.9308,6187.4304,6193.9641,7.6894,0.1241,,82871814,97626267779.9,,,None
