»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ,≥…Ωª±  ˝
2015-08-28,'000023,ª¶∑÷¿Î’Æ,161.069,161.327,161.036,161.246,161.242,-0.173,-0.1073,,10096,9970255.0,,,None
2015-08-27,'000023,ª¶∑÷¿Î’Æ,161.242,161.517,161.032,161.387,161.383,-0.141,-0.0874,,32245,31863205.0,,,None
2015-08-26,'000023,ª¶∑÷¿Î’Æ,161.383,161.916,161.286,161.852,161.847,-0.464,-0.2867,,3503,3470559.0,,,None
2015-08-25,'000023,ª¶∑÷¿Î’Æ,161.847,163.124,161.686,161.75,161.746,0.101,0.0624,,18963,18813918.0,,,None
2015-08-24,'000023,ª¶∑÷¿Î’Æ,161.746,161.811,161.536,161.633,161.62,0.126,0.078,,114682,113739079.0,,,None
2015-08-21,'000023,ª¶∑÷¿Î’Æ,161.62,161.636,161.506,161.587,161.583,0.037,0.0229,,30201,29924416.0,,,None
2015-08-20,'000023,ª¶∑÷¿Î’Æ,161.583,161.712,161.453,161.453,161.449,0.134,0.083,,6423,6366419.0,,,None
2015-08-19,'000023,ª¶∑÷¿Î’Æ,161.449,161.449,161.239,161.368,161.364,0.085,0.0527,,107551,106423796.0,,,None
2015-08-18,'000023,ª¶∑÷¿Î’Æ,161.364,161.38,161.299,161.299,161.295,0.069,0.0428,,53492,52917533.0,,,None
2015-08-17,'000023,ª¶∑÷¿Î’Æ,161.295,161.327,160.874,160.939,160.926,0.369,0.2293,,40089,39640897.0,,,None
2015-08-14,'000023,ª¶∑÷¿Î’Æ,160.926,161.055,160.764,161.055,161.051,-0.125,-0.0776,,344,339392.0,,,None
2015-08-13,'000023,ª¶∑÷¿Î’Æ,161.051,161.051,160.663,160.873,160.868,0.183,0.1138,,53016,52335518.0,,,None
2015-08-12,'000023,ª¶∑÷¿Î’Æ,160.868,160.901,160.675,160.901,160.896,-0.028,-0.0174,,13909,13713801.0,,,None
2015-08-11,'000023,ª¶∑÷¿Î’Æ,160.896,160.977,160.848,160.977,160.973,-0.077,-0.0478,,4923,4858580.0,,,None
2015-08-10,'000023,ª¶∑÷¿Î’Æ,160.973,161.037,160.795,161.037,161.024,-0.051,-0.0317,,14458,14263498.0,,,None
2015-08-07,'000023,ª¶∑÷¿Î’Æ,161.024,161.024,160.992,161.024,161.02,0.004,0.0025,,77,76025.0,,,None
2015-08-06,'000023,ª¶∑÷¿Î’Æ,161.02,161.149,160.971,161.068,161.064,-0.044,-0.0273,,143226,141478587.0,,,None
2015-08-05,'000023,ª¶∑÷¿Î’Æ,161.064,161.064,160.934,161.048,161.043,0.021,0.013,,25730,25414150.0,,,None
2015-08-04,'000023,ª¶∑÷¿Î’Æ,161.043,161.043,160.494,161.043,161.039,0.004,0.0025,,39248,38750556.0,,,None
2015-08-03,'000023,ª¶∑÷¿Î’Æ,161.039,161.087,160.247,160.247,160.234,0.805,0.5024,,172281,170012729.0,,,None
2015-07-31,'000023,ª¶∑÷¿Î’Æ,160.234,160.314,160.153,160.314,160.31,-0.076,-0.0474,,69625,68436694.0,,,None
2015-07-30,'000023,ª¶∑÷¿Î’Æ,160.31,160.31,160.181,160.261,160.257,0.053,0.0331,,44551,43794923.0,,,None
2015-07-29,'000023,ª¶∑÷¿Î’Æ,160.257,160.257,160.16,160.16,160.156,0.101,0.0631,,36595,35962154.0,,,None
2015-07-28,'000023,ª¶∑÷¿Î’Æ,160.156,160.253,160.156,160.253,160.248,-0.092,-0.0574,,33627,33052283.0,,,None
2015-07-27,'000023,ª¶∑÷¿Î’Æ,160.248,160.264,160.086,160.2,160.186,0.062,0.0387,,62670,61604314.0,,,None
2015-07-24,'000023,ª¶∑÷¿Î’Æ,160.186,160.316,160.106,160.316,160.311,-0.125,-0.078,,40408,39721281.0,,,None
2015-07-23,'000023,ª¶∑÷¿Î’Æ,160.311,160.78,160.069,160.295,160.291,0.02,0.0125,,23838,23441058.0,,,None
2015-07-22,'000023,ª¶∑÷¿Î’Æ,160.291,160.42,160.08,160.258,160.254,0.037,0.0231,,16011,15739068.0,,,None
2015-07-21,'000023,ª¶∑÷¿Î’Æ,160.254,160.609,160.092,160.302,160.298,-0.044,-0.0274,,18484,18183880.0,,,None
2015-07-20,'000023,ª¶∑÷¿Î’Æ,160.298,160.363,159.862,160.056,160.042,0.256,0.16,,15677,15407776.0,,,None
2015-07-17,'000023,ª¶∑÷¿Î’Æ,160.042,160.414,159.719,159.8,159.795,0.247,0.1546,,27606,27104218.0,,,None
2015-07-16,'000023,ª¶∑÷¿Î’Æ,159.795,159.86,159.569,159.795,159.791,0.004,0.0025,,5281,5177032.0,,,None
2015-07-15,'000023,ª¶∑÷¿Î’Æ,159.791,160.017,159.532,159.807,159.803,-0.012,-0.0075,,18184,17834165.0,,,None
2015-07-14,'000023,ª¶∑÷¿Î’Æ,159.803,159.916,159.431,159.673,159.669,0.134,0.0839,,10924,10708398.0,,,None
2015-07-13,'000023,ª¶∑÷¿Î’Æ,159.669,159.976,159.249,159.426,159.413,0.256,0.1606,,25933,25390712.0,,,None
2015-07-10,'000023,ª¶∑÷¿Î’Æ,159.413,159.607,158.977,159.526,159.182,0.231,0.1451,,20870,20393578.0,,,None
2015-07-09,'000023,ª¶∑÷¿Î’Æ,159.182,159.861,158.956,159.328,159.323,-0.141,-0.0885,,319354,311740999.0,,,None
2015-07-08,'000023,ª¶∑÷¿Î’Æ,159.323,160.487,157.885,160.487,160.483,-1.16,-0.7228,,130469,127911324.0,,,None
2015-07-07,'000023,ª¶∑÷¿Î’Æ,160.483,160.806,160.483,160.774,160.769,-0.286,-0.1779,,34143,33684748.0,,,None
2015-07-06,'000023,ª¶∑÷¿Î’Æ,160.769,160.769,159.994,159.994,159.98,0.789,0.4932,,40185,39588407.0,,,None
2015-07-03,'000023,ª¶∑÷¿Î’Æ,159.98,160.11,159.673,160.11,160.105,-0.125,-0.0781,,493,483763.0,,,None
2015-07-02,'000023,ª¶∑÷¿Î’Æ,160.105,160.105,159.652,160.024,160.02,0.085,0.0531,,134190,131835899.0,,,None
2015-07-01,'000023,ª¶∑÷¿Î’Æ,160.02,160.295,159.891,160.246,160.242,-0.222,-0.1385,,6044,5945494.0,,,None
2015-06-30,'000023,ª¶∑÷¿Î’Æ,160.242,160.29,159.886,159.886,159.882,0.36,0.2252,,13924,13687755.0,,,None
2015-06-29,'000023,ª¶∑÷¿Î’Æ,159.882,160.189,159.413,160.189,160.175,-0.293,-0.1829,,6115,5999164.0,,,None
2015-06-26,'000023,ª¶∑÷¿Î’Æ,160.175,160.192,159.82,160.192,160.187,-0.012,-0.0075,,14392,14146834.0,,,None
2015-06-25,'000023,ª¶∑÷¿Î’Æ,160.187,160.64,160.026,160.026,160.021,0.166,0.1037,,52687,51860929.0,,,None
2015-06-24,'000023,ª¶∑÷¿Î’Æ,160.021,160.183,159.795,159.795,159.79,0.231,0.1446,,19987,19640173.0,,,None
2015-06-23,'000023,ª¶∑÷¿Î’Æ,159.79,159.984,159.5,159.661,159.643,0.147,0.0921,,13857,13593570.0,,,None
2015-06-19,'000023,ª¶∑÷¿Î’Æ,159.643,159.967,159.595,159.757,159.752,-0.109,-0.0682,,16008,15708769.0,,,None
2015-06-18,'000023,ª¶∑÷¿Î’Æ,159.752,160.286,159.591,160.253,160.249,-0.497,-0.3101,,20064,19710176.0,,,None
2015-06-17,'000023,ª¶∑÷¿Î’Æ,160.249,160.556,160.071,160.556,160.551,-0.302,-0.1881,,21509,21192806.0,,,None
2015-06-16,'000023,ª¶∑÷¿Î’Æ,160.551,160.972,159.776,160.39,160.385,0.166,0.1035,,22320,21992832.0,,,None
2015-06-15,'000023,ª¶∑÷¿Î’Æ,160.385,160.547,159.755,159.755,159.742,0.643,0.4025,,30436,29943034.0,,,None
2015-06-12,'000023,ª¶∑÷¿Î’Æ,159.742,160.356,159.499,159.564,159.56,0.182,0.1141,,57307,56189073.0,,,None
2015-06-11,'000023,ª¶∑÷¿Î’Æ,159.56,160.174,159.236,159.56,159.555,0.005,0.0031,,13679,13437850.0,,,None
2015-06-10,'000023,ª¶∑÷¿Î’Æ,159.555,159.911,158.666,159.022,159.017,0.538,0.3383,,21338,20842893.0,,,None
2015-06-09,'000023,ª¶∑÷¿Î’Æ,159.017,159.227,158.743,158.743,158.738,0.279,0.1758,,20361,19899333.0,,,None
2015-06-08,'000023,ª¶∑÷¿Î’Æ,158.738,158.883,158.318,158.754,158.741,-0.003,-0.0019,,11542,11238370.0,,,None
2015-06-05,'000023,ª¶∑÷¿Î’Æ,158.741,158.951,158.418,158.499,158.495,0.246,0.1552,,4674,4558726.0,,,None
2015-06-04,'000023,ª¶∑÷¿Î’Æ,158.495,158.721,158.365,158.365,158.36,0.135,0.0852,,5643,5491938.0,,,None
2015-06-03,'000023,ª¶∑÷¿Î’Æ,158.36,158.457,157.94,158.312,158.308,0.052,0.0328,,1644,1598909.0,,,None
2015-06-02,'000023,ª¶∑÷¿Î’Æ,158.308,158.308,158.033,158.146,158.141,0.167,0.1056,,6722,6535062.0,,,None
2015-06-01,'000023,ª¶∑÷¿Î’Æ,158.141,158.222,157.899,157.915,158.225,-0.084,-0.0531,,27782,26957587.0,,,None
2015-05-29,'000023,ª¶∑÷¿Î’Æ,158.225,158.225,157.562,158.225,158.221,0.004,0.0025,,21169,20541444.0,,,None
2015-05-28,'000023,ª¶∑÷¿Î’Æ,158.221,158.593,158.205,158.205,158.2,0.021,0.0133,,3024,2941222.0,,,None
2015-05-27,'000023,ª¶∑÷¿Î’Æ,158.2,158.41,158.054,158.248,158.244,-0.044,-0.0278,,2095,2036495.0,,,None
2015-05-26,'000023,ª¶∑÷¿Î’Æ,158.244,158.244,157.97,158.244,158.239,0.005,0.0032,,79716,77421925.0,,,None
2015-05-25,'000023,ª¶∑÷¿Î’Æ,158.239,158.595,158.239,158.288,158.275,-0.036,-0.0227,,133963,130272135.0,,,None
2015-05-22,'000023,ª¶∑÷¿Î’Æ,158.275,158.42,158.049,158.049,158.045,0.23,0.1455,,63611,61879250.0,,,None
2015-05-21,'000023,ª¶∑÷¿Î’Æ,158.045,158.497,158.012,158.465,158.46,-0.415,-0.2619,,21820,21200069.0,,,None
2015-05-20,'000023,ª¶∑÷¿Î’Æ,158.46,158.573,158.088,158.444,158.44,0.02,0.0126,,3474,3384017.0,,,None
2015-05-19,'000023,ª¶∑÷¿Î’Æ,158.44,158.569,158.44,158.521,158.516,-0.076,-0.0479,,13657,13307667.0,,,None
2015-05-18,'000023,ª¶∑÷¿Î’Æ,158.516,158.758,158.338,158.516,158.503,0.013,0.0082,,1505,1466102.0,,,None
2015-05-15,'000023,ª¶∑÷¿Î’Æ,158.503,158.632,158.082,158.147,158.143,0.36,0.2276,,20538,19998488.0,,,None
2015-05-14,'000023,ª¶∑÷¿Î’Æ,158.143,158.224,157.981,158.062,158.057,0.086,0.0544,,1537,1493583.0,,,None
2015-05-13,'000023,ª¶∑÷¿Î’Æ,158.057,158.219,157.524,158.219,158.215,-0.158,-0.0999,,5623,5462363.0,,,None
2015-05-12,'000023,ª¶∑÷¿Î’Æ,158.215,158.215,157.487,157.487,157.482,0.733,0.4655,,124685,121211066.0,,,None
2015-05-11,'000023,ª¶∑÷¿Î’Æ,157.482,158.21,156.998,157.159,157.146,0.336,0.2138,,21383,20686596.0,,,None
2015-05-08,'000023,ª¶∑÷¿Î’Æ,157.146,157.259,156.952,156.985,156.981,0.165,0.1051,,5445,5261516.0,,,None
2015-05-07,'000023,ª¶∑÷¿Î’Æ,156.981,157.094,156.48,156.738,156.733,0.248,0.1582,,50582,48807356.0,,,None
2015-05-06,'000023,ª¶∑÷¿Î’Æ,156.733,156.943,156.248,156.798,156.794,-0.061,-0.0389,,12145,11707874.0,,,None
2015-05-05,'000023,ª¶∑÷¿Î’Æ,156.794,156.972,156.39,156.664,156.659,0.135,0.0862,,14851,14316224.0,,,None
2015-05-04,'000023,ª¶∑÷¿Î’Æ,156.659,157.047,156.32,156.482,156.465,0.194,0.124,,20271,19544559.0,,,None
2015-04-30,'000023,ª¶∑÷¿Î’Æ,156.465,156.465,156.141,156.335,156.33,0.135,0.0864,,18098,17403025.0,,,None
2015-04-29,'000023,ª¶∑÷¿Î’Æ,156.33,156.395,156.185,156.282,156.278,0.052,0.0333,,7769,7464938.0,,,None
2015-04-28,'000023,ª¶∑÷¿Î’Æ,156.278,156.359,156.197,156.197,156.192,0.086,0.0551,,23003,22103994.0,,,None
2015-04-27,'000023,ª¶∑÷¿Î’Æ,156.192,156.435,155.901,156.111,156.098,0.094,0.0602,,23298,22365758.0,,,None
2015-04-24,'000023,ª¶∑÷¿Î’Æ,156.098,156.405,155.872,156.405,156.401,-0.303,-0.1937,,7591,7288760.0,,,None
2015-04-23,'000023,ª¶∑÷¿Î’Æ,156.401,156.434,156.288,156.385,156.38,0.021,0.0134,,39157,37661144.0,,,None
2015-04-22,'000023,ª¶∑÷¿Î’Æ,156.38,156.477,156.154,156.299,156.295,0.085,0.0544,,128587,123693127.0,,,None
2015-04-21,'000023,ª¶∑÷¿Î’Æ,156.295,156.473,155.924,155.94,155.935,0.36,0.2309,,16457,15809806.0,,,None
