ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ,³É½»±ÊÊý
2017-12-29,'000829,300µÍ±´,5918.8114,5920.0816,5870.7123,5872.2701,5873.9905,44.8209,0.763,,32430918,38454126501.0,,,None
2017-12-28,'000829,300µÍ±´,5873.9905,5886.3947,5823.6604,5841.0045,5849.6889,24.3016,0.4154,,41645977,49168423039.0,,,None
2017-12-27,'000829,300µÍ±´,5849.6889,5897.1816,5840.0391,5893.8574,5902.2916,-52.6027,-0.8912,,36004198,41532909868.0,,,None
2017-12-26,'000829,300µÍ±´,5902.2916,5908.1317,5870.8466,5903.8996,5886.1585,16.1331,0.2741,,29507162,35658608127.0,,,None
2017-12-25,'000829,300µÍ±´,5886.1585,5918.1909,5869.9077,5907.6077,5904.412,-18.2535,-0.3092,,31736350,38926706108.0,,,None
2017-12-22,'000829,300µÍ±´,5904.412,5930.1993,5900.1927,5911.7075,5914.3085,-9.8965,-0.1673,,25275366,32240297508.0,,,None
2017-12-21,'000829,300µÍ±´,5914.3085,5933.0845,5864.9371,5895.0144,5900.5625,13.746,0.233,,30308339,40350868712.0,,,None
2017-12-20,'000829,300µÍ±´,5900.5625,5933.3533,5889.6622,5932.6794,5928.3211,-27.7586,-0.4682,,31527427,39259058028.0,,,None
2017-12-19,'000829,300µÍ±´,5928.3211,5928.6029,5889.6309,5889.6309,5897.2737,31.0474,0.5265,,27605207,35647334532.0,,,None
2017-12-18,'000829,300µÍ±´,5897.2737,5914.5468,5871.0744,5897.6632,5891.6684,5.6053,0.0951,,26799110,33401691867.0,,,None
2017-12-15,'000829,300µÍ±´,5891.6684,5926.889,5884.7563,5924.8875,5929.404,-37.7356,-0.6364,,26041208,31184042082.0,,,None
2017-12-14,'000829,300µÍ±´,5929.404,5968.9886,5918.9847,5953.1545,5952.4773,-23.0733,-0.3876,,24698142,30790262069.0,,,None
2017-12-13,'000829,300µÍ±´,5952.4773,5953.9633,5917.7183,5929.942,5932.0362,20.4411,0.3446,,24717234,32679327457.0,,,None
2017-12-12,'000829,300µÍ±´,5932.0362,5973.1532,5930.6931,5973.1532,5972.8529,-40.8167,-0.6834,,25715415,34576515421.0,,,None
2017-12-11,'000829,300µÍ±´,5972.8529,5973.1507,5915.3699,5923.5013,5922.7938,50.0591,0.8452,,29202529,43537811091.0,,,None
2017-12-08,'000829,300µÍ±´,5922.7938,5929.0102,5859.8744,5867.775,5882.328,40.4658,0.6879,,41250569,53783462718.0,,,None
2017-12-07,'000829,300µÍ±´,5882.328,5918.2354,5858.5228,5894.8141,5912.69,-30.362,-0.5135,,41446540,51985054495.0,,,None
2017-12-06,'000829,300µÍ±´,5912.69,5931.2929,5854.5419,5931.191,5945.3291,-32.6391,-0.549,,52995134,65538125324.0,,,None
2017-12-05,'000829,300µÍ±´,5945.3291,5952.4696,5892.4234,5895.4519,5898.4591,46.87,0.7946,,77649769,90027289505.0,,,None
2017-12-04,'000829,300µÍ±´,5898.4591,5913.8069,5854.3188,5863.1166,5871.428,27.0311,0.4604,,47118349,58899653601.0,,,None
2017-12-01,'000829,300µÍ±´,5871.428,5886.0221,5840.9328,5863.1957,5871.018,0.41,0.007,,45815627,58826284195.0,,,None
2017-11-30,'000829,300µÍ±´,5871.018,5926.5649,5845.3818,5910.3213,5933.5115,-62.4935,-1.0532,,48297107,60290219693.0,,,None
2017-11-29,'000829,300µÍ±´,5933.5115,5956.4011,5879.39,5944.6287,5942.3987,-8.8872,-0.1496,,53548686,65827906494.0,,,None
2017-11-28,'000829,300µÍ±´,5942.3987,5950.9927,5894.2758,5920.9015,5940.1969,2.2018,0.0371,,50415107,59084276952.0,,,None
2017-11-27,'000829,300µÍ±´,5940.1969,5985.2203,5919.6504,5985.2203,6006.9165,-66.7196,-1.1107,,80231936,89717552085.0,,,None
2017-11-24,'000829,300µÍ±´,6006.9165,6025.6292,5946.8638,5989.0812,6012.5263,-5.6098,-0.0933,,67033962,84258873700.0,,,None
2017-11-23,'000829,300µÍ±´,6012.5263,6156.1461,5994.6462,6156.1461,6170.6736,-158.1473,-2.5629,,94449642,1.13882925982e+11,,,None
2017-11-22,'000829,300µÍ±´,6170.6736,6198.8037,6123.052,6166.2614,6153.8918,16.7818,0.2727,,100980343,1.21057400695e+11,,,None
2017-11-21,'000829,300µÍ±´,6153.8918,6155.5362,6073.5866,6078.8993,6096.032,57.8598,0.9491,,92903408,1.15155936074e+11,,,None
2017-11-20,'000829,300µÍ±´,6096.032,6096.5361,5985.354,6020.9208,6047.9961,48.0359,0.7942,,71762770,89940889161.0,,,None
2017-11-17,'000829,300µÍ±´,6047.9961,6049.5571,5988.6952,6001.9949,6010.3878,37.6083,0.6257,,95958441,1.17001527473e+11,,,None
2017-11-16,'000829,300µÍ±´,6010.3878,6015.083,5950.8821,5957.5466,5971.5041,38.8837,0.6512,,61431897,78287501585.0,,,None
2017-11-15,'000829,300µÍ±´,5971.5041,5993.2831,5944.5783,5969.7575,5985.4576,-13.9535,-0.2331,,56039346,74309256046.0,,,None
2017-11-14,'000829,300µÍ±´,5985.4576,6031.7051,5971.6972,6026.3082,6027.2902,-41.8326,-0.6941,,66903233,83331271744.0,,,None
2017-11-13,'000829,300µÍ±´,6027.2902,6051.4222,6019.0445,6021.185,6022.0341,5.2561,0.0873,,74620074,85998451232.0,,,None
2017-11-10,'000829,300µÍ±´,6022.0341,6032.8491,5980.1123,5990.1272,5994.8902,27.1439,0.4528,,66754438,86681074637.0,,,None
2017-11-09,'000829,300µÍ±´,5994.8902,5996.3854,5943.3016,5956.7531,5963.4013,31.4889,0.528,,57145885,67178470370.0,,,None
2017-11-08,'000829,300µÍ±´,5963.4013,6005.67,5949.3296,5979.3774,5980.3379,-16.9366,-0.2832,,69947406,83115262867.0,,,None
2017-11-07,'000829,300µÍ±´,5980.3379,6006.0139,5958.2443,5963.421,5959.1694,21.1685,0.3552,,76357221,89548303894.0,,,None
2017-11-06,'000829,300µÍ±´,5959.1694,5960.7578,5892.4301,5899.1764,5916.6814,42.488,0.7181,,64622616,76546319621.0,,,None
2017-11-03,'000829,300µÍ±´,5916.6814,5919.5729,5870.6949,5905.3446,5910.6569,6.0245,0.1019,,63417633,67546055012.0,,,None
2017-11-02,'000829,300µÍ±´,5910.6569,5911.9176,5881.5853,5905.4022,5911.7667,-1.1098,-0.0188,,63407725,65946342887.0,,,None
2017-11-01,'000829,300µÍ±´,5911.7667,5955.2955,5900.1402,5931.661,5937.3825,-25.6158,-0.4314,,62097070,74310090891.0,,,None
2017-10-31,'000829,300µÍ±´,5937.3825,5940.2897,5899.5615,5911.2329,5926.9436,10.4389,0.1761,,56437504,66254910729.0,,,None
2017-10-30,'000829,300µÍ±´,5926.9436,5948.3392,5857.4586,5931.8223,5928.4885,-1.5449,-0.0261,,80867522,90306777943.0,,,None
2017-10-27,'000829,300µÍ±´,5928.4885,5931.2042,5892.3064,5896.6957,5899.9164,28.5721,0.4843,,69703854,75052653784.0,,,None
2017-10-26,'000829,300µÍ±´,5899.9164,5946.2827,5889.6442,5908.5757,5914.3303,-14.4139,-0.2437,,66307868,76904123057.0,,,None
2017-10-25,'000829,300µÍ±´,5914.3303,5916.6543,5876.8329,5886.6014,5894.9702,19.3601,0.3284,,47643005,46314454051.0,,,None
2017-10-24,'000829,300µÍ±´,5894.9702,5895.794,5837.7231,5844.0018,5850.3742,44.596,0.7623,,42714806,49125696731.0,,,None
2017-10-23,'000829,300µÍ±´,5850.3742,5860.605,5841.2042,5851.2275,5846.7881,3.5861,0.0613,,42187330,45037821965.0,,,None
2017-10-20,'000829,300µÍ±´,5846.7881,5849.8475,5827.6519,5842.4892,5852.9398,-6.1517,-0.1051,,34145865,37908837955.0,,,None
2017-10-19,'000829,300µÍ±´,5852.9398,5853.2381,5825.1926,5830.3043,5837.6384,15.3014,0.2621,,50697601,55583874828.0,,,None
2017-10-18,'000829,300µÍ±´,5837.6384,5838.4014,5772.778,5772.778,5773.6239,64.0145,1.1087,,53306221,54631304612.0,,,None
2017-10-17,'000829,300µÍ±´,5773.6239,5785.9276,5757.2847,5778.3115,5784.6478,-11.0239,-0.1906,,38016296,39762860070.0,,,None
2017-10-16,'000829,300µÍ±´,5784.6478,5810.8307,5768.8938,5786.8467,5785.2993,-0.6515,-0.0113,,58805008,58866260637.0,,,None
2017-10-13,'000829,300µÍ±´,5785.2993,5793.125,5776.1545,5785.8192,5787.167,-1.8677,-0.0323,,42053252,42701923526.0,,,None
2017-10-12,'000829,300µÍ±´,5787.167,5795.1665,5771.1758,5781.5274,5783.1325,4.0345,0.0698,,40918006,44861834664.0,,,None
2017-10-11,'000829,300µÍ±´,5783.1325,5792.7297,5748.0913,5748.8905,5752.9169,30.2156,0.5252,,45372051,53891646186.0,,,None
2017-10-10,'000829,300µÍ±´,5752.9169,5757.2759,5708.0687,5734.4577,5731.2221,21.6948,0.3785,,49341420,61801429995.0,,,None
2017-10-09,'000829,300µÍ±´,5731.2221,5767.2679,5719.8237,5756.7292,5673.0525,58.1696,1.0254,,66479947,66028386688.0,,,None
2017-09-29,'000829,300µÍ±´,5673.0525,5690.3832,5661.0675,5661.0777,5659.7932,13.2593,0.2343,,42136403,39881147687.0,,,None
2017-09-28,'000829,300µÍ±´,5659.7932,5662.4385,5645.3478,5648.8361,5653.4897,6.3035,0.1115,,39991450,38819205936.0,,,None
2017-09-27,'000829,300µÍ±´,5653.4897,5668.0032,5650.8069,5658.3411,5667.3408,-13.8511,-0.2444,,34074151,34633302025.0,,,None
2017-09-26,'000829,300µÍ±´,5667.3408,5673.7528,5650.8422,5661.4447,5667.5621,-0.2213,-0.0039,,35259138,34216010316.0,,,None
2017-09-25,'000829,300µÍ±´,5667.5621,5668.6608,5637.4533,5650.5469,5666.4195,1.1426,0.0202,,40684657,47202373457.0,,,None
2017-09-22,'000829,300µÍ±´,5666.4195,5669.9364,5635.7344,5650.6445,5663.6335,2.786,0.0492,,35221775,37228307674.0,,,None
2017-09-21,'000829,300µÍ±´,5663.6335,5682.5542,5657.3633,5673.1921,5680.0565,-16.423,-0.2891,,36367395,40026332657.0,,,None
2017-09-20,'000829,300µÍ±´,5680.0565,5689.5381,5658.8559,5665.934,5670.2195,9.837,0.1735,,33150917,39387632157.0,,,None
2017-09-19,'000829,300µÍ±´,5670.2195,5697.4313,5650.5984,5686.5047,5677.051,-6.8315,-0.1203,,39751185,43905328774.0,,,None
2017-09-18,'000829,300µÍ±´,5677.051,5708.4171,5677.051,5681.6192,5680.6412,-3.5902,-0.0632,,39704119,46904404209.0,,,None
2017-09-15,'000829,300µÍ±´,5680.6412,5689.4631,5666.1585,5681.9459,5685.5806,-4.9394,-0.0869,,35716548,40754275437.0,,,None
2017-09-14,'000829,300µÍ±´,5685.5806,5704.6302,5670.2251,5690.0177,5689.9351,-4.3545,-0.0765,,38947389,42639346584.0,,,None
2017-09-13,'000829,300µÍ±´,5689.9351,5694.294,5666.5054,5681.8985,5684.6605,5.2746,0.0928,,29678424,36642429835.0,,,None
2017-09-12,'000829,300µÍ±´,5684.6605,5687.6746,5664.5426,5684.841,5684.368,0.2925,0.0051,,40246820,46636813039.0,,,None
2017-09-11,'000829,300µÍ±´,5684.368,5721.2539,5678.017,5699.2127,5706.2377,-21.8697,-0.3833,,40162554,47095861741.0,,,None
