ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ,³É½»±ÊÊý
2017-12-29,'000831,500µÍ±´,10566.7751,10566.7751,10472.4205,10473.069,10476.9235,89.8516,0.8576,,13308936,18814476460.0,,,None
2017-12-28,'000831,500µÍ±´,10476.9235,10496.3992,10422.3844,10451.3016,10461.894,15.0295,0.1437,,13859118,18836003003.0,,,None
2017-12-27,'000831,500µÍ±´,10461.894,10531.8623,10429.9761,10517.4222,10532.7392,-70.8452,-0.6726,,13379319,18183890820.0,,,None
2017-12-26,'000831,500µÍ±´,10532.7392,10533.2044,10435.5953,10484.5241,10492.0794,40.6598,0.3875,,13206846,18234977380.0,,,None
2017-12-25,'000831,500µÍ±´,10492.0794,10586.5559,10469.4534,10551.2337,10546.8192,-54.7398,-0.519,,14075583,20016039966.0,,,None
2017-12-22,'000831,500µÍ±´,10546.8192,10566.5476,10533.8583,10538.8812,10545.8005,1.0187,0.0097,,11815567,17690685585.0,,,None
2017-12-21,'000831,500µÍ±´,10545.8005,10560.8296,10418.1138,10476.7425,10492.2011,53.5994,0.5108,,13851692,19366927642.0,,,None
2017-12-20,'000831,500µÍ±´,10492.2011,10521.3997,10469.6912,10508.0732,10517.6163,-25.4152,-0.2416,,13111682,17695979265.0,,,None
2017-12-19,'000831,500µÍ±´,10517.6163,10518.518,10429.6785,10429.8928,10429.1522,88.4641,0.8482,,11787593,16723276472.0,,,None
2017-12-18,'000831,500µÍ±´,10429.1522,10498.4461,10387.8982,10456.8868,10467.8467,-38.6945,-0.3697,,10441893,15295392013.0,,,None
2017-12-15,'000831,500µÍ±´,10467.8467,10528.8784,10438.4556,10523.0557,10533.2927,-65.446,-0.6213,,12057142,17726351324.0,,,None
2017-12-14,'000831,500µÍ±´,10533.2927,10535.6789,10474.9369,10518.2677,10519.8373,13.4554,0.1279,,11958212,18082983149.0,,,None
2017-12-13,'000831,500µÍ±´,10519.8373,10519.9641,10416.3654,10424.2427,10429.1277,90.7096,0.8698,,11553348,16455020717.0,,,None
2017-12-12,'000831,500µÍ±´,10429.1277,10495.9399,10427.9745,10491.4926,10499.6874,-70.5597,-0.672,,11852274,17326339976.0,,,None
2017-12-11,'000831,500µÍ±´,10499.6874,10500.1467,10357.3103,10358.2959,10359.9192,139.7682,1.3491,,14037809,19462359301.0,,,None
2017-12-08,'000831,500µÍ±´,10359.9192,10375.1319,10255.7101,10262.1086,10269.5152,90.404,0.8803,,14159854,18318043820.0,,,None
2017-12-07,'000831,500µÍ±´,10269.5152,10332.4257,10262.3875,10310.8251,10330.5531,-61.0379,-0.5908,,12920119,16953304382.0,,,None
2017-12-06,'000831,500µÍ±´,10330.5531,10338.2571,10176.9338,10291.3008,10313.0845,17.4686,0.1694,,16266827,21061592690.0,,,None
2017-12-05,'000831,500µÍ±´,10313.0845,10519.1744,10262.9988,10489.4874,10515.1568,-202.0723,-1.9217,,19543385,25560568582.0,,,None
2017-12-04,'000831,500µÍ±´,10515.1568,10582.3044,10496.508,10514.852,10530.8991,-15.7423,-0.1495,,16895374,23681159780.0,,,None
