日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值,成交笔数
2018-02-01,'000978,医药100,12966.8061,13362.5832,12938.9056,13330.3776,13339.0456,-372.2395,-2.7906,,9469823,19339701052.5,,,None
2018-01-31,'000978,医药100,13339.0456,13473.9503,13289.2247,13473.9503,13512.6307,-173.5851,-1.2846,,7238439,15405915637.2,,,None
2018-01-30,'000978,医药100,13512.6307,13545.2273,13469.1181,13474.9705,13501.0842,11.5465,0.0855,,5689148,13634676368.4,,,None
2018-01-29,'000978,医药100,13501.0842,13734.592,13488.1142,13716.1379,13746.1107,-245.0265,-1.7825,,7854447,19631712796.5,,,None
2018-01-26,'000978,医药100,13746.1107,13804.3903,13732.9192,13739.115,13760.8763,-14.7656,-0.1073,,6785780,16935356547.9,,,None
2018-01-25,'000978,医药100,13760.8763,13840.2894,13752.1512,13818.7695,13838.7154,-77.8391,-0.5625,,8482511,19528565495.0,,,None
2018-01-24,'000978,医药100,13838.7154,13842.9479,13698.879,13735.497,13726.4127,112.3027,0.8182,,9466625,21074492324.8,,,None
2018-01-23,'000978,医药100,13726.4127,13790.1032,13680.926,13760.6028,13757.9157,-31.503,-0.229,,6543138,16215441493.1,,,None
2018-01-22,'000978,医药100,13757.9157,13758.8963,13551.2411,13583.7338,13596.8473,161.0684,1.1846,,6919577,17396886020.5,,,None
2018-01-19,'000978,医药100,13596.8473,13672.4311,13578.3433,13651.6416,13658.3308,-61.4835,-0.4502,,6751830,16275166396.5,,,None
2018-01-18,'000978,医药100,13658.3308,13754.6827,13639.6486,13670.3557,13670.7585,-12.4277,-0.0909,,5964515,15337802375.6,,,None
2018-01-17,'000978,医药100,13670.7585,13722.8739,13567.3482,13721.6752,13723.9933,-53.2348,-0.3879,,7636281,19022252303.5,,,None
2018-01-16,'000978,医药100,13723.9933,13769.7667,13620.9882,13624.5921,13652.7886,71.2047,0.5215,,8304115,21292524626.3,,,None
2018-01-15,'000978,医药100,13652.7886,13885.6863,13635.7189,13828.3186,13837.4791,-184.6905,-1.3347,,9996985,23971836925.5,,,None
2018-01-12,'000978,医药100,13837.4791,13848.1985,13781.5979,13828.553,13841.4181,-3.939,-0.0285,,6620092,16928584460.4,,,None
2018-01-11,'000978,医药100,13841.4181,13863.4528,13766.8303,13790.8375,13820.8044,20.6137,0.1491,,6253223,14971427800.3,,,None
2018-01-10,'000978,医药100,13820.8044,13935.7781,13738.5563,13922.0836,13933.2837,-112.4793,-0.8073,,7626572,18748302391.5,,,None
2018-01-09,'000978,医药100,13933.2837,13934.502,13761.5168,13783.0,13790.0451,143.2386,1.0387,,9244135,22912600758.3,,,None
2018-01-08,'000978,医药100,13790.0451,13791.6156,13699.5446,13781.9244,13793.4295,-3.3844,-0.0245,,8097044,18960891804.6,,,None
2018-01-05,'000978,医药100,13793.4295,13811.7837,13773.0357,13785.8377,13778.1,15.3295,0.1113,,7025513,17232487920.4,,,None
2018-01-04,'000978,医药100,13778.1,13783.9295,13719.9446,13731.1378,13742.8833,35.2167,0.2563,,7042685,18068854947.7,,,None
2018-01-03,'000978,医药100,13742.8833,13762.6228,13627.2627,13658.9474,13658.218,84.6653,0.6199,,8094523,19666212863.9,,,None
2018-01-02,'000978,医药100,13658.218,13662.4669,13540.7211,13581.7081,13573.6869,84.5311,0.6228,,6723604,15894200407.2,,,None
