»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ,≥…Ωª±  ˝
2018-02-01,'603003,¡˙”Ó»º”Õ,11.06,11.55,10.77,11.41,11.43,-0.37,-3.2371,1.0301,4543999,50997546.0,4878727442.82,4878727442.82,None
2018-01-31,'603003,¡˙”Ó»º”Õ,11.43,11.6,11.33,11.59,11.66,-0.23,-1.9726,0.526,2320193,26565224.0,5041939843.71,5041939843.71,None
2018-01-30,'603003,¡˙”Ó»º”Õ,11.66,11.8,11.58,11.79,11.82,-0.16,-1.3536,0.5204,2295668,26779647.0,5143396201.02,5143396201.02,None
2018-01-29,'603003,¡˙”Ó»º”Õ,11.82,12.05,11.76,12.01,12.01,-0.19,-1.582,0.5641,2488526,29576230.0,5213974536.54,5213974536.54,None
2018-01-26,'603003,¡˙”Ó»º”Õ,12.01,12.07,11.91,12.05,12.04,-0.03,-0.2492,0.6832,3013905,36134546.0,5297786309.97,5297786309.97,None
2018-01-25,'603003,¡˙”Ó»º”Õ,12.04,12.29,12.02,12.09,12.07,-0.03,-0.2486,0.7352,3242901,39348421.0,5311019747.88,5311019747.88,None
2018-01-24,'603003,¡˙”Ó»º”Õ,12.07,12.09,11.9,11.9,11.96,0.11,0.9197,0.6265,2763803,33150170.0,5324253185.79,5324253185.79,None
2018-01-23,'603003,¡˙”Ó»º”Õ,11.96,12.12,11.91,12.04,12.02,-0.06,-0.4992,0.7706,3399407,40793322.0,5275730580.12,5275730580.12,None
2018-01-22,'603003,¡˙”Ó»º”Õ,12.02,12.11,11.9,11.98,12.05,-0.03,-0.249,0.4652,2052182,24679412.0,5302197455.94,5302197455.94,None
2018-01-19,'603003,¡˙”Ó»º”Õ,12.05,12.12,11.92,12.1,12.19,-0.14,-1.1485,0.5909,2606456,31279700.0,5315430893.85,5315430893.85,None
2018-01-18,'603003,¡˙”Ó»º”Õ,12.19,12.22,11.84,11.92,11.75,0.44,3.7447,1.0983,4844928,58465501.0,5377186937.43,5377186937.43,None
2018-01-17,'603003,¡˙”Ó»º”Õ,11.75,11.8,11.57,11.66,11.73,0.02,0.1705,0.4239,1870080,21843343.0,5183096514.75,5183096514.75,None
2018-01-16,'603003,¡˙”Ó»º”Õ,11.73,11.79,11.63,11.67,11.67,0.06,0.5141,0.351,1548373,18130750.0,5174274222.81,5174274222.81,None
2018-01-15,'603003,¡˙”Ó»º”Õ,11.67,11.98,11.54,11.9,11.88,-0.21,-1.7677,0.6202,2735926,32164730.0,5147807346.99,5147807346.99,None
2018-01-12,'603003,¡˙”Ó»º”Õ,11.88,12.08,11.86,12.06,12.1,-0.22,-1.8182,0.6199,2734403,32642615.0,5240441412.36,5240441412.36,None
2018-01-11,'603003,¡˙”Ó»º”Õ,12.1,12.17,11.91,12.17,12.15,-0.05,-0.4115,0.4758,2098790,25218020.0,5337486623.7,5337486623.7,None
2018-01-10,'603003,¡˙”Ó»º”Õ,12.15,12.43,12.0,12.2,12.16,-0.01,-0.0822,0.5417,2389696,29219747.0,5359542353.55,5359542353.55,None
2018-01-09,'603003,¡˙”Ó»º”Õ,12.16,12.43,12.11,12.35,12.35,-0.19,-1.5385,0.4973,2193841,26803628.0,5363953499.52,5363953499.52,None
2018-01-08,'603003,¡˙”Ó»º”Õ,12.35,12.45,12.15,12.2,12.26,0.09,0.7341,0.7968,3514617,43330231.0,5447765272.95,5447765272.95,None
2018-01-05,'603003,¡˙”Ó»º”Õ,12.26,12.35,12.1,12.27,12.37,-0.11,-0.8892,0.7268,3205994,39124701.0,5408064959.22,5408064959.22,None
2018-01-04,'603003,¡˙”Ó»º”Õ,12.37,12.88,11.96,12.0,11.97,0.4,3.3417,1.4188,6258402,77682194.0,5456587564.89,5456587564.89,None
2018-01-03,'603003,¡˙”Ó»º”Õ,11.97,11.98,11.73,11.78,11.87,0.1,0.8425,0.6711,2960193,35197973.0,5280141726.09,5280141726.09,None
2018-01-02,'603003,¡˙”Ó»º”Õ,11.87,12.15,11.85,12.06,11.55,0.32,2.7706,0.9688,4273379,51166653.0,5236030266.39,5236030266.39,None
