ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ,³É½»±ÊÊý
2018-02-01,'000829,300µÍ±´,5947.1959,6065.8225,5927.3771,6042.9697,6057.4722,-110.2763,-1.8205,,72633572,76854709001.0,,,None
2018-01-31,'000829,300µÍ±´,6057.4722,6074.5568,6011.3776,6051.0449,6089.6645,-32.1923,-0.5286,,55547315,60611639734.0,,,None
2018-01-30,'000829,300µÍ±´,6089.6645,6146.4078,6079.4092,6128.6295,6150.5548,-60.8903,-0.99,,53528688,58535343158.0,,,None
2018-01-29,'000829,300µÍ±´,6150.5548,6249.0561,6136.0307,6217.8038,6217.2073,-66.6525,-1.0721,,73853107,84258995726.0,,,None
2018-01-26,'000829,300µÍ±´,6217.2073,6234.6205,6195.4412,6201.5543,6224.1274,-6.9201,-0.1112,,78370329,77977837067.0,,,None
2018-01-25,'000829,300µÍ±´,6224.1274,6248.8126,6193.3596,6214.4364,6213.3328,10.7946,0.1737,,76088428,82072870543.0,,,None
2018-01-24,'000829,300µÍ±´,6213.3328,6214.0125,6166.1288,6203.24,6193.077,20.2558,0.3271,,89165582,94087874191.0,,,None
2018-01-23,'000829,300µÍ±´,6193.077,6193.2443,6124.9999,6126.0115,6122.5388,70.5382,1.1521,,92474595,90441772603.0,,,None
2018-01-22,'000829,300µÍ±´,6122.5388,6125.0287,6076.5962,6085.521,6093.0028,29.536,0.4848,,73612410,80963431253.0,,,None
2018-01-19,'000829,300µÍ±´,6093.0028,6110.8798,6067.8088,6073.9379,6071.0455,21.9573,0.3617,,81740760,86426014693.0,,,None
2018-01-18,'000829,300µÍ±´,6071.0455,6076.8093,6039.1664,6052.6471,6057.2637,13.7818,0.2275,,71440073,75105886618.0,,,None
2018-01-17,'000829,300µÍ±´,6057.2637,6075.8806,6024.4359,6068.2463,6070.2499,-12.9862,-0.2139,,76277261,83877444579.0,,,None
2018-01-16,'000829,300µÍ±´,6070.2499,6071.8225,6012.7034,6020.6173,6028.1173,42.1326,0.6989,,63464028,75337609522.0,,,None
2018-01-15,'000829,300µÍ±´,6028.1173,6086.4182,6017.7476,6072.3348,6066.5996,-38.4823,-0.6343,,63446343,72425095467.0,,,None
2018-01-12,'000829,300µÍ±´,6066.5996,6072.7651,6045.7827,6047.9334,6052.7185,13.8811,0.2293,,38959604,47275335972.0,,,None
2018-01-11,'000829,300µÍ±´,6052.7185,6053.2529,6020.3509,6036.6694,6041.6133,11.1052,0.1838,,42648052,52308985410.0,,,None
2018-01-10,'000829,300µÍ±´,6041.6133,6065.4936,6008.0422,6055.06,6053.1642,-11.5509,-0.1908,,59266615,66162106761.0,,,None
2018-01-09,'000829,300µÍ±´,6053.1642,6068.3365,6043.2037,6060.0886,6068.8637,-15.6995,-0.2587,,43335258,53643817897.0,,,None
2018-01-08,'000829,300µÍ±´,6068.8637,6077.7174,6025.5691,6038.398,6039.6191,29.2446,0.4842,,55087290,63430630471.0,,,None
2018-01-05,'000829,300µÍ±´,6039.6191,6062.6281,6017.3275,6040.6062,6037.2945,2.3246,0.0385,,50851909,54939914297.0,,,None
2018-01-04,'000829,300µÍ±´,6037.2945,6038.9496,5980.0277,5990.764,5995.3584,41.9361,0.6995,,54174104,58825984006.0,,,None
2018-01-03,'000829,300µÍ±´,5995.3584,6008.8591,5962.7643,5966.7025,5962.4708,32.8876,0.5516,,52562011,61164663563.0,,,None
2018-01-02,'000829,300µÍ±´,5962.4708,5963.4561,5933.4576,5933.4576,5918.8114,43.6594,0.7376,,60656853,59310486105.0,,,None
