»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ,≥…Ωª±  ˝
2018-02-01,'600135,¿÷ø≠Ω∫∆¨,9.83,10.95,9.81,10.86,10.9,-1.07,-9.8165,3.3432,12314537,125134313.0,3666508755.05,3620811434.42,None
2018-01-31,'600135,¿÷ø≠Ω∫∆¨,10.9,11.29,10.82,11.28,11.46,-0.56,-4.8866,2.2052,8122556,89448785.0,4065609911.5,4014938416.6,None
2018-01-30,'600135,¿÷ø≠Ω∫∆¨,11.46,11.58,11.14,11.27,11.36,0.1,0.8803,1.9561,7205185,82516113.0,4274485283.1,4221210482.04,None
2018-01-29,'600135,¿÷ø≠Ω∫∆¨,11.36,11.63,11.22,11.25,11.14,0.22,1.9749,2.8651,10553504,120566324.0,4237186109.6,4184376184.64,None
2018-01-26,'600135,¿÷ø≠Ω∫∆¨,11.14,11.23,11.07,11.16,11.13,0.01,0.0898,1.0323,3802299,42366865.0,4155127927.9,4103340730.36,None
2018-01-25,'600135,¿÷ø≠Ω∫∆¨,11.13,11.28,11.09,11.13,11.17,-0.04,-0.3581,1.3119,4832395,54072095.0,4151398010.55,4099657300.62,None
2018-01-24,'600135,¿÷ø≠Ω∫∆¨,11.17,11.24,10.9,10.98,10.9,0.27,2.4771,1.6636,6127837,68095975.0,4166317679.95,4114391019.58,None
2018-01-23,'600135,¿÷ø≠Ω∫∆¨,10.9,10.97,10.8,10.95,10.94,-0.04,-0.3656,0.9119,3358777,36641346.0,4065609911.5,4014938416.6,None
2018-01-22,'600135,¿÷ø≠Ω∫∆¨,10.94,10.96,10.63,10.85,10.87,0.07,0.644,1.0154,3740174,40423594.0,4080529580.9,4029672135.56,None
2018-01-19,'600135,¿÷ø≠Ω∫∆¨,10.87,11.04,10.84,10.91,10.92,-0.05,-0.4579,0.791,2913566,31855834.0,4054420159.45,4003888127.38,None
2018-01-18,'600135,¿÷ø≠Ω∫∆¨,10.92,11.03,10.87,10.95,10.99,-0.07,-0.6369,0.8338,3071182,33593829.0,4073069746.2,4022305276.08,None
2018-01-17,'600135,¿÷ø≠Ω∫∆¨,10.99,11.0,10.62,10.89,10.81,0.18,1.6651,1.266,4663260,50410092.0,4099179167.65,4048089284.26,None
2018-01-16,'600135,¿÷ø≠Ω∫∆¨,10.81,10.86,10.73,10.75,10.73,0.08,0.7456,0.6797,2503556,27058260.0,4032040655.35,3981787548.94,None
2018-01-15,'600135,¿÷ø≠Ω∫∆¨,10.73,11.19,10.7,11.14,11.22,-0.49,-4.3672,1.7265,6359325,69284588.0,4002201316.55,3952320111.02,None
2018-01-12,'600135,¿÷ø≠Ω∫∆¨,11.22,11.4,11.17,11.25,11.41,-0.19,-1.6652,1.8468,6802619,76664693.0,4184967266.7,4132808168.28,None
2018-01-11,'600135,¿÷ø≠Ω∫∆¨,11.41,11.66,11.08,11.11,10.94,0.47,4.2962,3.3705,12414962,141664026.0,4255835696.35,4202793333.34,None
2018-01-10,'600135,¿÷ø≠Ω∫∆¨,10.94,11.27,10.86,11.23,11.18,-0.24,-2.1467,1.3334,4911446,54126094.0,4080529580.9,4029672135.56,None
2018-01-09,'600135,¿÷ø≠Ω∫∆¨,11.18,11.25,11.11,11.11,11.17,0.01,0.0895,0.9439,3476799,38882606.0,4170047597.3,4118074449.32,None
2018-01-08,'600135,¿÷ø≠Ω∫∆¨,11.17,11.27,11.01,11.27,11.27,-0.1,-0.8873,1.4861,5473854,60773805.0,4166317679.95,4114391019.58,None
2018-01-05,'600135,¿÷ø≠Ω∫∆¨,11.27,11.38,11.2,11.2,11.31,-0.04,-0.3537,1.4599,5377495,60757798.0,4203616853.45,4151225316.98,None
2018-01-04,'600135,¿÷ø≠Ω∫∆¨,11.31,11.54,11.23,11.54,11.54,-0.23,-1.9931,2.1765,8017034,90939940.0,4218536522.85,4165959035.94,None
2018-01-03,'600135,¿÷ø≠Ω∫∆¨,11.54,11.73,11.0,11.08,11.02,0.52,4.7187,3.5153,12948180,148687845.0,4304324621.9,4250677919.96,None
2018-01-02,'600135,¿÷ø≠Ω∫∆¨,11.02,11.05,10.85,10.92,10.86,0.16,1.4733,1.1166,4112991,45072818.0,4110368919.7,4059139573.48,None
