ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ,³É½»±ÊÊý
2018-02-01,'601021,´ºÇïº½¿Õ,35.22,35.96,34.68,34.99,34.94,0.28,0.8014,0.4045,3236387,114933771.0,28196427600.0,28176000000.0,None
2018-01-31,'601021,´ºÇïº½¿Õ,34.94,35.67,34.53,35.26,35.48,-0.54,-1.522,0.2463,1970208,68984988.0,27972265200.0,27952000000.0,None
2018-01-30,'601021,´ºÇïº½¿Õ,35.48,36.1,35.4,35.45,35.43,0.05,0.1411,0.1851,1480624,52773497.0,28404578400.0,28384000000.0,None
2018-01-29,'601021,´ºÇïº½¿Õ,35.43,36.0,35.21,36.0,36.06,-0.63,-1.7471,0.2345,1876302,66660630.0,28364549400.0,28344000000.0,None
2018-01-26,'601021,´ºÇïº½¿Õ,36.06,37.18,36.0,36.28,36.31,-0.25,-0.6885,0.5334,4267238,156408649.0,28868914800.0,28848000000.0,None
2018-01-25,'601021,´ºÇïº½¿Õ,36.31,36.45,35.37,35.68,35.28,1.03,2.9195,0.5148,4118503,148435785.0,29069059800.0,29048000000.0,None
2018-01-24,'601021,´ºÇïº½¿Õ,35.28,35.8,34.9,35.8,35.31,-0.03,-0.085,0.2025,1619680,56904365.0,28244462400.0,28224000000.0,None
2018-01-23,'601021,´ºÇïº½¿Õ,35.31,35.96,35.15,35.28,35.22,0.09,0.2555,0.2482,1985720,70395400.0,28268479800.0,28248000000.0,None
2018-01-22,'601021,´ºÇïº½¿Õ,35.22,35.4,34.14,34.51,34.49,0.73,2.1166,0.3374,2699258,94274110.0,28196427600.0,28176000000.0,None
2018-01-19,'601021,´ºÇïº½¿Õ,34.49,34.74,34.16,34.62,34.61,-0.12,-0.3467,0.8873,1774601,61046261.0,27612004200.0,6898000000.0,None
2018-01-18,'601021,´ºÇïº½¿Õ,34.61,34.88,34.05,34.32,34.11,0.5,1.4658,1.5966,3193295,110239314.0,27708073800.0,6922000000.0,None
2018-01-17,'601021,´ºÇïº½¿Õ,34.11,34.35,33.55,33.92,33.93,0.18,0.5305,2.1336,4267103,145131180.0,27307783800.0,6822000000.0,None
2018-01-16,'601021,´ºÇïº½¿Õ,33.93,35.84,33.43,35.74,35.74,-1.81,-5.0644,3.6709,7341794,250445067.0,27163679400.0,6786000000.0,None
2018-01-15,'601021,´ºÇïº½¿Õ,35.74,36.62,35.15,36.62,36.32,-0.58,-1.5969,1.4454,2890882,103263720.0,28612729200.0,7148000000.0,None
2018-01-12,'601021,´ºÇïº½¿Õ,36.32,36.63,35.94,36.0,36.02,0.3,0.8329,1.3458,2691612,97979047.0,29077065600.0,7264000000.0,None
2018-01-11,'601021,´ºÇïº½¿Õ,36.02,36.4,35.5,36.4,36.39,-0.37,-1.0168,2.4075,4814990,172975740.0,28836891600.0,7204000000.0,None
2018-01-10,'601021,´ºÇïº½¿Õ,36.39,37.5,36.15,37.5,37.68,-1.29,-3.4236,3.7953,7590532,278907901.0,29133106200.0,7278000000.0,None
2018-01-09,'601021,´ºÇïº½¿Õ,37.68,38.89,36.96,38.6,39.07,-1.39,-3.5577,4.3356,8671168,325897672.0,30165854400.0,7536000000.0,None
2018-01-08,'601021,´ºÇïº½¿Õ,39.07,40.0,38.62,39.72,38.79,0.28,0.7218,2.406,4812076,188811481.0,31278660600.0,7814000000.0,None
2018-01-05,'601021,´ºÇïº½¿Õ,38.79,39.98,38.48,39.09,39.1,-0.31,-0.7928,1.1942,2388336,93197760.0,31054498200.0,7758000000.0,None
2018-01-04,'601021,´ºÇïº½¿Õ,39.1,39.57,38.6,39.19,39.23,-0.13,-0.3314,1.5289,3057862,119537776.0,31302678000.0,7820000000.0,None
2018-01-03,'601021,´ºÇïº½¿Õ,39.23,39.79,38.16,38.19,38.19,1.04,2.7232,2.4488,4897649,191209079.0,31406753400.0,7846000000.0,None
2018-01-02,'601021,´ºÇïº½¿Õ,38.19,38.22,37.1,37.25,37.27,0.92,2.4685,1.6413,3282504,124153096.0,30574150200.0,7638000000.0,None
