日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值,成交笔数
2018-02-01,'000921,300R价值,4574.441,4600.7579,4530.4492,4581.5814,4580.4664,-6.0254,-0.1315,,176382579,2.06899218521e+11,,,None
2018-01-31,'000921,300R价值,4580.4664,4588.94,4522.8015,4524.6979,4548.059,32.4074,0.7126,,133109795,1.64286718343e+11,,,None
2018-01-30,'000921,300R价值,4548.059,4614.2324,4543.0802,4594.9108,4613.4775,-65.4185,-1.418,,126548650,1.55550254112e+11,,,None
2018-01-29,'000921,300R价值,4613.4775,4710.8755,4592.9218,4693.2976,4683.2643,-69.7868,-1.4901,,175152454,2.16045640819e+11,,,None
2018-01-26,'000921,300R价值,4683.2643,4711.8939,4642.3191,4642.9229,4656.7624,26.5019,0.5691,,165642589,1.94137579062e+11,,,None
2018-01-25,'000921,300R价值,4656.7624,4685.1648,4611.1541,4673.8045,4682.9875,-26.2251,-0.56,,179090533,2.1276855449e+11,,,None
2018-01-24,'000921,300R价值,4682.9875,4701.157,4636.9244,4688.646,4679.3204,3.6671,0.0784,,203084649,2.45212710577e+11,,,None
2018-01-23,'000921,300R价值,4679.3204,4680.5925,4630.0772,4630.0884,4617.9472,61.3732,1.329,,189954873,2.24440228886e+11,,,None
2018-01-22,'000921,300R价值,4617.9472,4621.0014,4564.1061,4565.3064,4578.2515,39.6957,0.867,,161385376,1.98542502359e+11,,,None
2018-01-19,'000921,300R价值,4578.2515,4616.2172,4558.3952,4578.877,4564.3822,13.8693,0.3039,,199564532,2.31772757717e+11,,,None
2018-01-18,'000921,300R价值,4564.3822,4578.9125,4530.0899,4543.154,4526.6891,37.6931,0.8327,,162654321,1.99680855043e+11,,,None
2018-01-17,'000921,300R价值,4526.6891,4586.5231,4503.3775,4528.3072,4522.2984,4.3907,0.0971,,201008018,2.46318750704e+11,,,None
2018-01-16,'000921,300R价值,4522.2984,4524.558,4466.1992,4468.74,4478.5457,43.7527,0.9769,,150073793,1.93924970655e+11,,,None
2018-01-15,'000921,300R价值,4478.5457,4511.6902,4449.6319,4459.1075,4452.4615,26.0842,0.5858,,158304328,1.99358315187e+11,,,None
2018-01-12,'000921,300R价值,4452.4615,4454.0308,4420.7393,4425.6905,4425.8183,26.6432,0.602,,101884134,1.3195458706e+11,,,None
2018-01-11,'000921,300R价值,4425.8183,4440.3019,4398.8849,4418.5322,4430.8582,-5.0399,-0.1137,,111708584,1.41514769715e+11,,,None
2018-01-10,'000921,300R价值,4430.8582,4436.165,4395.631,4396.4084,4400.5677,30.2905,0.6883,,140422547,1.63929549712e+11,,,None
2018-01-09,'000921,300R价值,4400.5677,4405.233,4372.0838,4376.8884,4380.9839,19.5838,0.447,,127914409,1.5044681226e+11,,,None
2018-01-08,'000921,300R价值,4380.9839,4394.1009,4349.43,4362.3032,4355.7417,25.2422,0.5795,,160944203,1.9306488946e+11,,,None
2018-01-05,'000921,300R价值,4355.7417,4371.9153,4328.8171,4338.2469,4333.6053,22.1364,0.5108,,137505505,1.55073887281e+11,,,None
2018-01-04,'000921,300R价值,4333.6053,4345.0984,4311.3889,4323.6748,4319.5004,14.1049,0.3265,,123054410,1.40915725978e+11,,,None
2018-01-03,'000921,300R价值,4319.5004,4358.1028,4305.5972,4309.6005,4304.5134,14.987,0.3482,,138438341,1.67816941711e+11,,,None
2018-01-02,'000921,300R价值,4304.5134,4305.1375,4246.7088,4246.7088,4231.4969,73.0165,1.7255,,137065398,1.52486517628e+11,,,None
