日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值,成交笔数
2018-02-01,'603017,中衡设计,14.99,15.28,14.48,15.01,15.06,-0.07,-0.4648,0.2482,678406,10053931.0,4126593022.72,4096448132.72,None
2018-01-31,'603017,中衡设计,15.06,15.37,15.01,15.37,15.3,-0.24,-1.5686,0.1024,279800,4231380.0,4145863303.68,4115577643.68,None
2018-01-30,'603017,中衡设计,15.3,15.42,15.23,15.3,15.3,0.0,0.0,0.0708,193400,2965788.0,4211932838.4,4181164538.4,None
2018-01-29,'603017,中衡设计,15.3,15.51,15.2,15.51,15.36,-0.06,-0.3906,0.1291,352902,5399510.0,4211932838.4,4181164538.4,None
2018-01-26,'603017,中衡设计,15.36,15.53,15.3,15.36,15.34,0.02,0.1304,0.215,587500,9044347.0,4228450222.08,4197561262.08,None
2018-01-25,'603017,中衡设计,15.34,15.75,15.3,15.68,15.64,-0.3,-1.9182,0.1921,525000,8174721.0,4222944427.52,4192095687.52,None
2018-01-24,'603017,中衡设计,15.64,15.71,15.55,15.65,15.68,-0.04,-0.2551,0.1268,346644,5413541.0,4305531345.92,4274079305.92,None
2018-01-23,'603017,中衡设计,15.68,15.95,15.62,15.95,15.78,-0.1,-0.6337,0.1201,328160,5152793.0,4316542935.04,4285010455.04,None
2018-01-22,'603017,中衡设计,15.78,16.03,15.51,15.78,15.78,0.0,0.0,0.1842,503404,7918266.0,4344071907.84,4312338327.84,None
2018-01-19,'603017,中衡设计,15.78,16.06,15.77,16.05,16.14,-0.36,-2.2305,0.1781,486589,7715807.0,4344071907.84,4312338327.84,None
2018-01-18,'603017,中衡设计,16.14,16.27,15.99,16.1,16.05,0.09,0.5607,0.2477,676789,10931984.0,4443176209.92,4410718669.92,None
2018-01-17,'603017,中衡设计,16.05,16.22,15.88,16.01,16.06,-0.01,-0.0623,0.1649,450520,7224728.0,4418400134.4,4386123584.4,None
2018-01-16,'603017,中衡设计,16.06,16.15,15.55,15.6,15.86,0.2,1.261,0.1931,527627,8377344.0,4421153031.68,4388856371.68,None
2018-01-15,'603017,中衡设计,15.86,16.35,15.48,15.71,15.69,0.17,1.0835,0.5365,1466187,23485679.0,4366095086.08,4334200626.08,None
2018-01-12,'603017,中衡设计,15.69,15.75,15.35,15.75,15.67,0.02,0.1276,0.3168,865804,13425586.0,4319295832.32,4287743242.32,None
2018-01-11,'603017,中衡设计,15.67,15.83,15.53,15.79,15.79,-0.12,-0.76,0.2297,627820,9829520.0,4313790037.76,4282277667.76,None
2018-01-10,'603017,中衡设计,15.79,16.17,15.7,16.1,16.08,-0.29,-1.8035,0.183,500200,7956186.0,4346824805.12,4315071115.12,None
2018-01-09,'603017,中衡设计,16.08,16.3,16.07,16.3,16.33,-0.25,-1.5309,0.1311,358400,5781631.0,4426658826.24,4394321946.24,None
2018-01-08,'603017,中衡设计,16.33,16.38,16.0,16.0,16.12,0.21,1.3027,0.2298,628000,10169507.0,4495481258.24,4462641628.24,None
2018-01-05,'603017,中衡设计,16.12,16.38,16.08,16.12,16.33,-0.21,-1.286,0.2872,784727,12731832.0,4437670415.36,4405253095.36,None
2018-01-04,'603017,中衡设计,16.33,16.37,15.95,16.2,16.32,0.01,0.0613,0.4405,1203800,19474770.0,4495481258.24,4462641628.24,None
2018-01-03,'603017,中衡设计,16.32,16.47,15.9,16.17,16.26,0.06,0.369,0.6624,1810300,29357441.0,4492728360.96,4459908840.96,None
2018-01-02,'603017,中衡设计,16.26,16.47,16.02,16.46,16.53,-0.27,-1.6334,0.5516,1507439,24359060.0,4476210977.28,4443512117.28,None
