»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ,≥…Ωª±  ˝
2018-02-01,'603567,’‰±¶µ∫,13.91,14.14,13.81,14.0,14.11,-0.2,-1.4174,0.3544,968088,13492654.0,11811815600.0,3799655600.0,None
2018-01-31,'603567,’‰±¶µ∫,14.11,14.19,13.93,14.16,14.16,-0.05,-0.3531,0.38,1037900,14555736.0,11981647600.0,3854287600.0,None
2018-01-30,'603567,’‰±¶µ∫,14.16,14.27,14.07,14.25,14.1,0.06,0.4255,0.1974,539100,7622843.0,12024105600.0,3867945600.0,None
2018-01-29,'603567,’‰±¶µ∫,14.1,14.37,13.95,14.18,14.31,-0.21,-1.4675,0.2945,804500,11430261.0,11973156000.0,3851556000.0,None
2018-01-26,'603567,’‰±¶µ∫,14.31,14.44,14.23,14.44,14.44,-0.13,-0.9003,0.3429,936602,13433095.0,12151479600.0,3908919600.0,None
2018-01-25,'603567,’‰±¶µ∫,14.44,14.69,14.41,14.45,14.45,-0.01,-0.0692,0.3694,1009002,14641543.0,12261870400.0,3944430400.0,None
2018-01-24,'603567,’‰±¶µ∫,14.45,14.56,14.34,14.35,14.4,0.05,0.3472,0.3181,868946,12568987.0,12270362000.0,3947162000.0,None
2018-01-23,'603567,’‰±¶µ∫,14.4,14.49,14.36,14.46,14.5,-0.1,-0.6897,0.3167,865000,12455723.0,12227904000.0,3933504000.0,None
2018-01-22,'603567,’‰±¶µ∫,14.5,14.52,14.27,14.37,14.26,0.24,1.683,0.4457,1217522,17540165.0,12312820000.0,3960820000.0,None
2018-01-19,'603567,’‰±¶µ∫,14.26,14.34,14.17,14.2,14.22,0.04,0.2813,0.2659,726200,10364854.0,12109021600.0,3895261600.0,None
2018-01-18,'603567,’‰±¶µ∫,14.22,14.29,14.13,14.13,14.19,0.03,0.2114,0.2963,809322,11494609.0,12075055200.0,3884335200.0,None
2018-01-17,'603567,’‰±¶µ∫,14.19,14.29,14.07,14.09,14.21,-0.02,-0.1407,0.3328,909102,12862155.0,12049580400.0,3876140400.0,None
2018-01-16,'603567,’‰±¶µ∫,14.21,14.5,14.13,14.27,14.14,0.07,0.495,0.2993,817487,11640945.0,12066563600.0,3881603600.0,None
2018-01-15,'603567,’‰±¶µ∫,14.14,14.53,14.06,14.5,14.5,-0.36,-2.4828,0.4076,1113400,15959391.0,12007122400.0,3862482400.0,None
2018-01-12,'603567,’‰±¶µ∫,14.5,14.57,14.44,14.44,14.52,-0.02,-0.1377,0.2088,570412,8271241.0,12312820000.0,3960820000.0,None
2018-01-11,'603567,’‰±¶µ∫,14.52,14.64,14.42,14.51,14.51,0.01,0.0689,0.2716,742032,10768222.0,12329803200.0,3966283200.0,None
2018-01-10,'603567,’‰±¶µ∫,14.51,14.74,14.41,14.74,14.75,-0.24,-1.6271,0.4784,1306700,18962790.0,12321311600.0,3963551600.0,None
2018-01-09,'603567,’‰±¶µ∫,14.75,14.96,14.57,14.7,14.64,0.11,0.7514,0.4559,1245311,18398564.0,12525110000.0,4029110000.0,None
2018-01-08,'603567,’‰±¶µ∫,14.64,14.71,14.51,14.7,14.79,-0.15,-1.0142,0.4904,1339540,19575962.0,12431702400.0,3999062400.0,None
2018-01-05,'603567,’‰±¶µ∫,14.79,15.25,14.43,14.43,14.36,0.43,2.9944,1.3946,3809537,56773416.0,12559076400.0,4040036400.0,None
2018-01-04,'603567,’‰±¶µ∫,14.36,14.45,14.21,14.44,14.41,-0.05,-0.347,0.4552,1243340,17826493.0,12193937600.0,3922577600.0,None
2018-01-03,'603567,’‰±¶µ∫,14.41,14.46,14.22,14.28,14.27,0.14,0.9811,0.4728,1291448,18493728.0,12236395600.0,3936235600.0,None
2018-01-02,'603567,’‰±¶µ∫,14.27,14.28,14.1,14.12,14.13,0.14,0.9908,0.2378,649574,9238252.0,12117513200.0,3897993200.0,None
