日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值,成交笔数
2018-02-01,'603329,上海雅仕,37.15,42.0,36.4,38.68,38.76,-1.61,-4.1538,63.057,20808824,816505591.0,4903800000.0,1225950000.0,None
2018-01-31,'603329,上海雅仕,38.76,38.76,33.77,34.05,35.24,3.52,9.9886,54.9079,18119603,660564082.0,5116320000.0,1279080000.0,None
2018-01-30,'603329,上海雅仕,35.24,38.48,35.1,36.16,36.89,-1.65,-4.4728,51.8119,17097936,627996966.0,4651680000.0,1162920000.0,None
2018-01-29,'603329,上海雅仕,36.89,39.68,34.01,34.08,36.07,0.82,2.2734,67.7042,22342391,835656124.0,4869480000.0,1217370000.0,None
2018-01-26,'603329,上海雅仕,36.07,36.47,31.7,32.0,33.31,2.76,8.2858,65.0931,21480719,724489815.0,4761240000.0,1190310000.0,None
2018-01-25,'603329,上海雅仕,33.31,37.59,32.77,37.5,34.17,-0.86,-2.5168,46.7471,15426542,554699863.0,4396920000.0,1099230000.0,None
2018-01-24,'603329,上海雅仕,34.17,34.17,31.2,31.2,31.06,3.11,10.0129,25.7807,8507616,281889038.0,4510440000.0,1127610000.0,None
2018-01-23,'603329,上海雅仕,31.06,31.31,26.51,27.5,29.12,1.94,6.6621,44.947,14832511,422262788.0,4099920000.0,1024980000.0,None
2018-01-22,'603329,上海雅仕,29.12,32.2,28.62,29.0,30.05,-0.93,-3.0948,56.2253,18554346,563356290.0,3843840000.0,960960000.0,None
2018-01-19,'603329,上海雅仕,30.05,30.05,27.35,27.35,27.32,2.73,9.9927,43.7514,14437977,421947303.0,3966600000.0,991650000.0,None
2018-01-18,'603329,上海雅仕,27.32,28.46,27.03,27.96,28.48,-1.16,-4.073,29.1172,9608685,265333078.0,3606240000.0,901560000.0,None
2018-01-17,'603329,上海雅仕,28.48,29.85,27.6,29.3,30.14,-1.66,-5.5076,35.4338,11693159,337105180.0,3759360000.0,939840000.0,None
2018-01-16,'603329,上海雅仕,30.14,30.61,27.68,28.32,28.68,1.46,5.0907,47.3887,15638264,459297097.0,3978480000.0,994620000.0,None
2018-01-15,'603329,上海雅仕,28.68,30.0,28.64,28.99,31.82,-3.14,-9.868,46.6689,15400752,446717217.0,3785760000.0,946440000.0,None
2018-01-12,'603329,上海雅仕,31.82,35.21,31.34,34.45,32.55,-0.73,-2.2427,67.0684,22132585,729517417.0,4200240000.0,1050060000.0,None
2018-01-11,'603329,上海雅仕,32.55,32.55,32.02,32.02,29.59,2.96,10.0034,21.3538,7046765,228496001.0,4296600000.0,1074150000.0,None
2018-01-10,'603329,上海雅仕,29.59,29.59,29.59,29.59,26.9,2.69,10.0,8.0562,2658543,78666287.0,3905880000.0,976470000.0,None
2018-01-09,'603329,上海雅仕,26.9,26.9,26.9,26.9,24.45,2.45,10.0204,0.2911,96079,2584525.0,3550800000.0,887700000.0,None
2018-01-08,'603329,上海雅仕,24.45,24.45,24.45,24.45,22.23,2.22,9.9865,0.2505,82676,2021428.0,3227400000.0,806850000.0,None
2018-01-05,'603329,上海雅仕,22.23,22.23,22.23,22.23,20.21,2.02,9.9951,0.2427,80100,1780623.0,2934360000.0,733590000.0,None
2018-01-04,'603329,上海雅仕,20.21,20.21,20.21,20.21,18.37,1.84,10.0163,0.0688,22700,458767.0,2667720000.0,666930000.0,None
2018-01-03,'603329,上海雅仕,18.37,18.37,18.37,18.37,16.7,1.67,10.0,0.0497,16387,301029.0,2424840000.0,606210000.0,None
2018-01-02,'603329,上海雅仕,16.7,16.7,16.7,16.7,15.18,1.52,10.0132,0.028,9224,154041.0,2204400000.0,551100000.0,None
