»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ,≥…Ωª±  ˝
2018-02-01,'603116,∫ÏÚﬂÚ—,15.08,15.94,15.07,15.82,15.89,-0.81,-5.0975,2.2483,4062826,62460238.0,6291376000.0,2725042106.8,None
2018-01-31,'603116,∫ÏÚﬂÚ—,15.89,16.32,15.82,16.0,16.12,-0.23,-1.4268,2.5116,4538671,72725242.0,6629308000.0,2871413731.9,None
2018-01-30,'603116,∫ÏÚﬂÚ—,16.12,16.26,15.56,15.57,15.64,0.48,3.0691,3.3325,6022008,96590931.0,6725264000.0,2912976045.2,None
2018-01-29,'603116,∫ÏÚﬂÚ—,15.64,15.98,15.5,15.56,15.52,0.12,0.7732,1.8629,3366405,52984688.0,6525008000.0,2826237304.4,None
2018-01-26,'603116,∫ÏÚﬂÚ—,15.52,15.61,15.49,15.5,15.53,-0.01,-0.0644,0.6047,1092800,16974171.0,6474944000.0,2804552619.2,None
2018-01-25,'603116,∫ÏÚﬂÚ—,15.53,15.68,15.5,15.52,15.58,-0.05,-0.3209,0.9449,1707476,26633362.0,6479116000.0,2806359676.3,None
2018-01-24,'603116,∫ÏÚﬂÚ—,15.58,15.62,15.41,15.56,15.57,0.01,0.0642,0.8159,1474407,22900758.0,6499976000.0,2815394961.8,None
2018-01-23,'603116,∫ÏÚﬂÚ—,15.57,15.61,15.48,15.54,15.54,0.03,0.1931,0.6031,1089898,16935412.0,6495804000.0,2813587904.7,None
2018-01-22,'603116,∫ÏÚﬂÚ—,15.54,15.59,15.32,15.43,15.51,0.03,0.1934,0.7336,1325711,20503087.0,6483288000.0,2808166733.4,None
2018-01-19,'603116,∫ÏÚﬂÚ—,15.51,15.56,15.36,15.42,15.41,0.1,0.6489,0.9839,1778001,27533103.0,6470772000.0,2802745562.1,None
2018-01-18,'603116,∫ÏÚﬂÚ—,15.41,15.47,15.2,15.2,15.29,0.12,0.7848,0.7369,1331576,20413916.0,6429052000.0,2784674991.1,None
2018-01-17,'603116,∫ÏÚﬂÚ—,15.29,15.3,15.01,15.17,15.23,0.06,0.394,0.7271,1313851,19911131.0,6378988000.0,2762990305.9,None
2018-01-16,'603116,∫ÏÚﬂÚ—,15.23,15.25,15.07,15.11,15.1,0.13,0.8609,0.605,1093234,16574498.0,6353956000.0,2752147963.3,None
2018-01-15,'603116,∫ÏÚﬂÚ—,15.1,15.44,15.06,15.42,15.49,-0.39,-2.5178,0.7782,1406283,21348853.0,6299720000.0,2728656221.0,None
2018-01-12,'603116,∫ÏÚﬂÚ—,15.49,15.63,15.43,15.46,15.48,0.01,0.0646,0.7743,1399293,21724863.0,6462428000.0,2799131447.9,None
2018-01-11,'603116,∫ÏÚﬂÚ—,15.48,15.57,15.3,15.3,15.42,0.06,0.3891,0.4695,848478,13137153.0,6458256000.0,2797324390.8,None
2018-01-10,'603116,∫ÏÚﬂÚ—,15.42,15.61,15.39,15.61,15.63,-0.21,-1.3436,0.6277,1134277,17539817.0,6433224000.0,2786482048.2,None
2018-01-09,'603116,∫ÏÚﬂÚ—,15.63,15.75,15.54,15.57,15.58,0.05,0.3209,0.6731,1216400,19040884.0,6520836000.0,2824430247.3,None
2018-01-08,'603116,∫ÏÚﬂÚ—,15.58,15.59,15.47,15.58,15.59,-0.01,-0.0641,0.7228,1306056,20278903.0,6499976000.0,2815394961.8,None
2018-01-05,'603116,∫ÏÚﬂÚ—,15.59,15.71,15.53,15.62,15.68,-0.09,-0.574,0.8091,1462138,22805292.0,6504148000.0,2817202018.9,None
2018-01-04,'603116,∫ÏÚﬂÚ—,15.68,15.76,15.44,15.49,15.5,0.18,1.1613,1.13,2042013,31839840.0,6541696000.0,2833465532.8,None
2018-01-03,'603116,∫ÏÚﬂÚ—,15.5,15.55,15.4,15.45,15.5,0.0,0.0,0.9166,1656292,25627807.0,6466600000.0,2800938505.0,None
2018-01-02,'603116,∫ÏÚﬂÚ—,15.5,15.52,15.35,15.36,15.42,0.08,0.5188,0.6961,1257944,19443740.0,6466600000.0,2800938505.0,None
