ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ,³É½»±ÊÊý
2018-02-01,'600265,ST¾°¹È,18.12,19.04,18.12,18.66,19.07,-0.95,-4.9816,0.3174,412000,7554372.0,2351976000.0,2351976000.0,None
2018-01-31,'600265,ST¾°¹È,19.07,19.74,18.95,19.4,19.51,-0.44,-2.2553,0.1193,154864,2951750.0,2475286000.0,2475286000.0,None
2018-01-30,'600265,ST¾°¹È,19.51,19.87,19.2,19.2,19.69,-0.18,-0.9142,0.1494,193857,3779303.0,2532398000.0,2532398000.0,None
2018-01-29,'600265,ST¾°¹È,19.69,20.2,19.53,20.08,20.26,-0.57,-2.8134,0.1701,220800,4365809.0,2555762000.0,2555762000.0,None
2018-01-26,'600265,ST¾°¹È,20.26,20.38,19.7,19.71,19.8,0.46,2.3232,0.2879,373666,7525311.0,2629748000.0,2629748000.0,None
2018-01-25,'600265,ST¾°¹È,19.8,20.25,19.71,20.0,20.19,-0.39,-1.9316,0.2717,352648,7022170.0,2570040000.0,2570040000.0,None
2018-01-24,'600265,ST¾°¹È,20.19,20.74,19.71,20.7,20.74,-0.55,-2.6519,0.3372,437741,8787637.0,2620662000.0,2620662000.0,None
2018-01-23,'600265,ST¾°¹È,20.74,21.4,20.34,20.34,21.41,-0.67,-3.1294,0.9547,1239145,25549190.0,2692052000.0,2692052000.0,None
2018-01-22,'600265,ST¾°¹È,0.0,0.0,0.0,0.0,21.41,None,None,0.0,0,0.0,2779018000.0,2779018000.0,None
2018-01-19,'600265,ST¾°¹È,0.0,0.0,0.0,0.0,21.41,None,None,0.0,0,0.0,2779018000.0,2779018000.0,None
2018-01-18,'600265,ST¾°¹È,0.0,0.0,0.0,0.0,21.41,None,None,0.0,0,0.0,2779018000.0,2779018000.0,None
2018-01-17,'600265,ST¾°¹È,0.0,0.0,0.0,0.0,21.41,None,None,0.0,0,0.0,2779018000.0,2779018000.0,None
2018-01-16,'600265,ST¾°¹È,0.0,0.0,0.0,0.0,21.41,None,None,0.0,0,0.0,2779018000.0,2779018000.0,None
2018-01-15,'600265,ST¾°¹È,0.0,0.0,0.0,0.0,21.41,None,None,0.0,0,0.0,2779018000.0,2779018000.0,None
2018-01-12,'600265,ST¾°¹È,0.0,0.0,0.0,0.0,21.41,None,None,0.0,0,0.0,2779018000.0,2779018000.0,None
2018-01-11,'600265,ST¾°¹È,0.0,0.0,0.0,0.0,21.41,None,None,0.0,0,0.0,2779018000.0,2779018000.0,None
2018-01-10,'600265,ST¾°¹È,0.0,0.0,0.0,0.0,21.41,None,None,0.0,0,0.0,2779018000.0,2779018000.0,None
2018-01-09,'600265,ST¾°¹È,0.0,0.0,0.0,0.0,21.41,None,None,0.0,0,0.0,2779018000.0,2779018000.0,None
2018-01-08,'600265,ST¾°¹È,0.0,0.0,0.0,0.0,21.41,None,None,0.0,0,0.0,2779018000.0,2779018000.0,None
2018-01-05,'600265,ST¾°¹È,0.0,0.0,0.0,0.0,21.41,None,None,0.0,0,0.0,2779018000.0,2779018000.0,None
2018-01-04,'600265,ST¾°¹È,0.0,0.0,0.0,0.0,21.41,None,None,0.0,0,0.0,2779018000.0,2779018000.0,None
2018-01-03,'600265,ST¾°¹È,0.0,0.0,0.0,0.0,21.41,None,None,0.0,0,0.0,2779018000.0,2779018000.0,None
2018-01-02,'600265,ST¾°¹È,0.0,0.0,0.0,0.0,21.41,None,None,0.0,0,0.0,2779018000.0,2779018000.0,None
