ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ,³É½»±ÊÊý
2018-02-01,'603566,ÆÕÀ³¿Â,19.87,21.44,19.85,21.44,21.27,-1.4,-6.582,0.6621,1083341,22076444.0,6432713800.0,3251013756.6,None
2018-01-31,'603566,ÆÕÀ³¿Â,21.27,21.7,21.15,21.33,21.5,-0.23,-1.0698,0.2864,468536,9987013.0,6885949800.0,3480073608.6,None
2018-01-30,'603566,ÆÕÀ³¿Â,21.5,21.6,21.2,21.21,21.34,0.16,0.7498,0.1365,223265,4791691.0,6960410000.0,3517704870.0,None
2018-01-29,'603566,ÆÕÀ³¿Â,21.34,21.97,21.33,21.97,21.94,-0.6,-2.7347,0.5065,828700,17790719.0,6908611600.0,3491526601.2,None
2018-01-26,'603566,ÆÕÀ³¿Â,21.94,22.51,21.6,22.51,22.74,-0.8,-3.518,0.2781,454954,9980396.0,7102855600.0,3589695109.2,None
2018-01-25,'603566,ÆÕÀ³¿Â,22.74,22.88,21.6,21.76,21.88,0.86,3.9305,0.3654,597777,13134139.0,7361847600.0,3720586453.2,None
2018-01-24,'603566,ÆÕÀ³¿Â,21.88,22.06,21.64,21.8,21.69,0.19,0.876,0.2408,393955,8593481.0,7083431200.0,3579878258.4,None
2018-01-23,'603566,ÆÕÀ³¿Â,21.69,22.27,21.52,22.18,22.2,-0.51,-2.2973,0.5426,887789,19410808.0,7021920600.0,3548791564.2,None
2018-01-22,'603566,ÆÕÀ³¿Â,22.2,22.56,22.1,22.3,22.47,-0.27,-1.2016,0.2475,404954,9002155.0,7187028000.0,3632234796.0,None
2018-01-19,'603566,ÆÕÀ³¿Â,22.47,22.76,22.23,22.29,22.29,0.18,0.8075,0.2978,487300,10950148.0,7274437800.0,3676410624.6,None
2018-01-18,'603566,ÆÕÀ³¿Â,22.29,22.74,22.14,22.14,22.31,-0.02,-0.0896,0.3551,580929,13025247.0,7216164600.0,3646960072.2,None
2018-01-17,'603566,ÆÕÀ³¿Â,22.31,22.4,22.02,22.29,22.27,0.04,0.1796,0.1739,284500,6328972.0,7222639400.0,3650232355.8,None
2018-01-16,'603566,ÆÕÀ³¿Â,22.27,22.92,21.9,22.91,22.93,-0.66,-2.8783,0.7736,1265726,28104211.0,7209689800.0,3643687788.6,None
2018-01-15,'603566,ÆÕÀ³¿Â,22.93,23.76,22.41,23.7,23.52,-0.59,-2.5085,0.3318,542950,12510112.0,7423358200.0,3751673147.4,None
2018-01-12,'603566,ÆÕÀ³¿Â,23.52,24.15,23.3,23.59,23.7,-0.18,-0.7595,0.2056,336350,7956739.0,7614364800.0,3848205513.6,None
2018-01-11,'603566,ÆÕÀ³¿Â,23.7,23.82,23.53,23.61,23.8,-0.1,-0.4202,0.3088,505281,11966760.0,7672638000.0,3877656066.0,None
2018-01-10,'603566,ÆÕÀ³¿Â,23.8,23.88,23.41,23.68,23.56,0.24,1.0187,0.2774,453900,10742831.0,7705012000.0,3894017484.0,None
2018-01-09,'603566,ÆÕÀ³¿Â,23.56,24.04,23.52,24.0,23.76,-0.2,-0.8418,0.2874,470300,11168835.0,7627314400.0,3854750080.8,None
2018-01-08,'603566,ÆÕÀ³¿Â,23.76,24.47,23.58,24.07,24.2,-0.44,-1.8182,0.3959,647818,15511251.0,7692062400.0,3887472916.8,None
2018-01-05,'603566,ÆÕÀ³¿Â,24.2,24.35,24.01,24.35,24.33,-0.13,-0.5343,0.2741,448500,10848794.0,7834508000.0,3959463156.0,None
2018-01-04,'603566,ÆÕÀ³¿Â,24.33,24.67,24.03,24.27,24.31,0.02,0.0823,0.7196,1177400,28582210.0,7876594200.0,3980732999.4,None
2018-01-03,'603566,ÆÕÀ³¿Â,24.31,24.6,23.14,23.6,23.59,0.72,3.0521,1.3608,2226486,53884120.0,7870119400.0,3977460715.8,None
2018-01-02,'603566,ÆÕÀ³¿Â,23.59,23.78,22.11,22.17,22.19,1.4,6.3091,0.9018,1475427,34248739.0,7637026600.0,3859658506.2,None
